#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Heliconius melpomene ecuadorensis","Eukaryota;Animals;Insects","","SAMEA3670546","PRJEB8011","GCA_900068555.1","Scaffold",218.066,34.1,,"FARN01",352140,0,"2015-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/068/555/GCA_900068555.1_Heliconius_melpomene_ecuadorensis.CAM009117",
"Mus musculus castaneus","Eukaryota;Animals;Mammals","","SAMEA9544174","PRJEB47108","GCA_921999005.1","Scaffold",2524.62,41.4,,"CAKLHS01",151,0,"2021-12-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/921/999/005/GCA_921999005.1_CAST_EiJ_v2",
"Drosophila melanogaster","Eukaryota;Animals;Insects","FI_Aka_15_18","SAMN15423288","PRJNA559813","GCA_020169495.1"," Chromosome",135.269,42.1123,"chromosome X:CM035024.1; chromosome 2L:CM035025.1; chromosome 2R:CM035026.1; chromosome 3L:CM035027.1; chromosome 3R:CM035028.1; chromosome 4:CM035029.1","JAEMNS01",9,0,"2021-09-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/169/495/GCA_020169495.1_ASM2016949v1",
"Homo sapiens","Eukaryota;Animals;Mammals","HG02559","SAMN17861239","PRJNA723018","GCA_018466855.1","Scaffold",3024.16,40.9,,"JAGYVK01",260,0,"2021-05-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/466/855/GCA_018466855.1_HG02559.alt.pat.f1_v2",
"Zea mays","Eukaryota;Plants;Land Plants","","SAMN06169745","PRJNA358298","GCA_003185045.1"," Chromosome",2182.61,46.8727,"chromosome 10:CM009915.1; chromosome 1:CM009906.1; chromosome 2:CM009907.1; chromosome 3:CM009908.1; chromosome 4:CM009909.1; chromosome 5:CM009910.1; chromosome 6:CM009911.1; chromosome 7:CM009912.1; chromosome 8:CM009913.1; chromosome 9:CM009914.1","NCVQ01",2203,46530,"2018-06-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/185/045/GCA_003185045.1_Zm-Mo17-REFERENCE-CAU-1.0",
"Triticum aestivum","Eukaryota;Plants;Land Plants","","SAMEA104363370","PRJEB23265","GCA_900235935.1","Scaffold",804.001,44.4,,"ODGO01",749802,0,"2018-11-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/235/935/GCA_900235935.1_Canthatch-K",
"Hordeum vulgare subsp. vulgare","Eukaryota;Plants;Land Plants","","SAMEA3146283","PRJEB84","GCA_002900805.1","Scaffold",2019.37,41.2,,"CAJV01",2742077,0,"2012-10-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/900/805/GCA_002900805.1_ASM290080v1",
"Oryza sativa Indica Group","Eukaryota;Plants;Land Plants","","SAMN02953581","PRJNA361","GCA_000004655.2"," Chromosome",426.337,43.7299,"chromosome 1:CM000126.1; chromosome 2:CM000127.1; chromosome 3:CM000128.1; chromosome 4:CM000129.1; chromosome 5:CM000130.1; chromosome 6:CM000131.1; chromosome 7:CM000132.1; chromosome 8:CM000133.1; chromosome 9:CM000134.1; chromosome 10:CM000135.2; chromosome 11:CM000136.1; chromosome 12:CM000137.1","AAAA02",10627,37358,"2002-04-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/004/655/GCA_000004655.2_ASM465v1",
"Oryza sativa aus subgroup","Eukaryota;Plants;Land Plants","","SAMN12748600","PRJNA565483","GCA_009831335.1"," Chromosome",384.204,43.5043,"chromosome 1:CM020730.1; chromosome 2:CM020731.1; chromosome 3:CM020732.1; chromosome 4:CM020733.1; chromosome 5:CM020734.1; chromosome 6:CM020735.1; chromosome 7:CM020736.1; chromosome 8:CM020737.1; chromosome 9:CM020738.1; chromosome 10:CM020739.1; chromosome 11:CM020740.1; chromosome 12:CM020741.1","VYIG01",23,0,"2020-01-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/831/335/GCA_009831335.1_Os127652RS1",
"Zea mays","Eukaryota;Plants;Land Plants","","SAMN04296295","PRJNA10769","GCA_000005005.6"," Chromosome",2135.08,46.9122,"chromosome 1:CM007647.1; chromosome 2:CM007648.1; chromosome 3:CM007649.1; chromosome 4:CM000780.4; chromosome 5:CM000781.4; chromosome 6:CM000782.4; chromosome 7:CM007650.1; chromosome 8:CM000784.4; chromosome 9:CM000785.4; chromosome 10:CM000786.4","LPUQ01",598,131270,"2010-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/005/005/GCA_000005005.6_B73_RefGen_v4","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/005/GCF_000005005.2_B73_RefGen_v4"
"Drosophila melanogaster","Eukaryota;Animals;Insects","DE_Mun_15_20","SAMN15423299","PRJNA559813","GCA_020141735.1"," Chromosome",136.867,42.0186,"chromosome X:CM034809.1; chromosome 2L:CM034810.1; chromosome 2R:CM034811.1; chromosome 3L:CM034812.1; chromosome 3R:CM034813.1; chromosome 4:CM034814.1; chromosome Y:CM034815.1","JAEMNB01",16,0,"2021-09-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/141/735/GCA_020141735.1_ASM2014173v1",
"Mus musculus","Eukaryota;Animals;Mammals","MSM/Ms","SAMD00039117","PRJDB1093","GCA_000389885.1","Scaffold",1195.48,41.3,,"BAAG01",1237600,0,"2013-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/389/885/GCA_000389885.1_MSM_WGSv1",
"Heliconius melpomene malleti","Eukaryota;Animals;Insects","","SAMEA3670550","PRJEB8011","GCA_001510935.1","Scaffold",157.19,60.2,,"FARO01",197378,0,"2015-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/510/935/GCA_001510935.1_Heliconius_melpomene_malleti.CAM017162",
"Xenotilapia sp. 'spilopterus north' AB-2019","Eukaryota;Animals;Other Animals","LEA3","SAMN12124059","PRJNA550295","GCA_015111115.1","Scaffold",689.436,40.5,,"VUWJ01",82695,0,"2020-10-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/111/115/GCA_015111115.1_LEA3.scf",
"Lamprologus sp. 'ornatipinnis congo' AB-2019","Eukaryota;Animals;Other Animals","JWA3","SAMN12123879","PRJNA550295","GCA_015108835.1","Scaffold",690.966,40.4,,"VUPV01",78503,0,"2020-10-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/108/835/GCA_015108835.1_JWA3.scf",
"Heliconius melpomene cythera","Eukaryota;Animals;Insects","","SAMEA3670543","PRJEB8011","GCA_900068525.1","Scaffold",184.32,34.4,,"FARJ01",324306,0,"2015-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/068/525/GCA_900068525.1_Heliconius_melpomene_cythera.CAM002857",
"Drosophila melanogaster","Eukaryota;Animals;Insects","cross ES_Gim_15_12","SAMN15423292","PRJNA559813","GCA_020141985.1"," Chromosome",138.735,42.0047,"chromosome X:CM034893.1; chromosome 2L:CM034894.1; chromosome 2R:CM034895.1; chromosome 3L:CM034896.1; chromosome 3R:CM034897.1; chromosome 4:CM034898.1; chromosome Y:CM034899.1","JAEMNN01",15,0,"2021-09-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/141/985/GCA_020141985.1_ASM2014198v1",
"Homo sapiens","Eukaryota;Animals;Mammals","HG01891","SAMN17861236","PRJNA723022","GCA_018467165.1","Scaffold",3043.23,40.9,,"JAGYVO01",427,0,"2021-05-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/467/165/GCA_018467165.1_HG01891.alt.pat.f1_v2",
"Zea mays","Eukaryota;Plants;Land Plants","","SAMN16793656","PRJNA678284","GCA_021307875.1"," Chromosome",2207.74,46.8974,"chromosome 1:CM037904.1; chromosome 2:CM037905.1; chromosome 3:CM037906.1; chromosome 4:CM037907.1; chromosome 5:CM037908.1; chromosome 6:CM037909.1; chromosome 7:CM037910.1; chromosome 8:CM037911.1; chromosome 9:CM037912.1; chromosome 10:CM037913.1","JADZIA01",3714,0,"2021-12-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/307/875/GCA_021307875.1_ASM2130787v1",
"Oryza sativa tropical japonica subgroup","Eukaryota;Plants;Land Plants","","SAMN12718029","PRJNA564615","GCA_009831275.1"," Chromosome",382.007,43.5747,"chromosome 1:CM020706.1; chromosome 2:CM020707.1; chromosome 3:CM020708.1; chromosome 4:CM020709.1; chromosome 5:CM020710.1; chromosome 6:CM020711.1; chromosome 7:CM020712.1; chromosome 8:CM020713.1; chromosome 9:CM020714.1; chromosome 10:CM020715.1; chromosome 11:CM020716.1; chromosome 12:CM020717.1","VYIC01",34,0,"2020-01-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/831/275/GCA_009831275.1_OS128077RS1",
"Oryza sativa aromatic subgroup","Eukaryota;Plants;Land Plants","","SAMN12748569","PRJNA565479","GCA_009831255.1"," Chromosome",380.354,43.5817,"chromosome 1:CM020694.1; chromosome 2:CM020695.1; chromosome 3:CM020696.1; chromosome 4:CM020697.1; chromosome 5:CM020698.1; chromosome 6:CM020699.1; chromosome 7:CM020700.1; chromosome 8:CM020701.1; chromosome 9:CM020702.1; chromosome 10:CM020703.1; chromosome 11:CM020704.1; chromosome 12:CM020705.1","VYID01",69,0,"2020-01-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/831/255/GCA_009831255.1_Os117425RS1",
"Zea mays","Eukaryota;Plants;Land Plants","","SAMN17901048","PRJNA701650","GCA_019096015.1"," Chromosome",2155.6,46.9315,"chromosome 1:CM032546.1; chromosome 2:CM032547.1; chromosome 3:CM032548.1; chromosome 4:CM032549.1; chromosome 5:CM032550.1; chromosome 6:CM032551.1; chromosome 7:CM032552.1; chromosome 8:CM032553.1; chromosome 9:CM032554.1; chromosome 10:CM032555.1","JAGTWE01",930,0,"2021-07-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/096/015/GCA_019096015.1_Zm_PHB47_v1",
"Homo sapiens","Eukaryota;Animals;Mammals","HG01258","SAMN17861233","PRJNA725606","GCA_018469405.1","Scaffold",3032.42,40.9,,"JAGYYU01",346,0,"2021-05-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/469/405/GCA_018469405.1_HG01258.pri.mat.f1_v2",
"Drosophila melanogaster","Eukaryota;Animals;Insects","cross DE_Mun_15_15","SAMN15423298","PRJNA559813","GCA_020141795.1"," Chromosome",138.701,41.9222,"chromosome X:CM034823.1; chromosome 2L:CM034824.1; chromosome 2R:CM034825.1; chromosome 3L:CM034826.1; chromosome 3R:CM034827.1; chromosome 4:CM034828.1; chromosome Y:CM034829.1","JAEMND01",11,0,"2021-09-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/141/795/GCA_020141795.1_ASM2014179v1",
"Heliconius melpomene malleti","Eukaryota;Animals;Insects","","SAMEA3670549","PRJEB8011","GCA_900068585.1","Scaffold",182.841,36.7,,"FARP01",332934,0,"2015-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/068/585/GCA_900068585.1_Heliconius_melpomene_malleti.CAM016550",
"Petrochromis sp. 'giant' AB-2019","Eukaryota;Animals;Other Animals","LDC6","SAMN12124046","PRJNA550295","GCA_015111355.1","Scaffold",685.615,40.3,,"VUVW01",58823,0,"2020-10-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/111/355/GCA_015111355.1_LDC6.scf",
"Petrochromis sp. 'moshi yellow' AB-2019","Eukaryota;Animals;Other Animals","LCF6","SAMN12124041","PRJNA550295","GCA_015111455.1","Scaffold",683.229,40.3,,"VUVS01",59374,0,"2020-10-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/111/455/GCA_015111455.1_LCF6.scf",
"Heliconius melpomene meriana","Eukaryota;Animals;Insects","","SAMEA3670554","PRJEB8011","GCA_900068625.1","Scaffold",144.64,34.7,,"FARZ01",268339,0,"2015-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/068/625/GCA_900068625.1_Heliconius_melpomene_meriana.CAM013819",
"Drosophila melanogaster","Eukaryota;Animals;Insects","RAL-737","SAMN15423304","PRJNA559813","GCA_020141585.1"," Chromosome",143.738,41.8999,"chromosome X:CM034760.1; chromosome 2L:CM034761.1; chromosome 2R:CM034762.1; chromosome 3L:CM034763.1; chromosome 3R:CM034764.1; chromosome 4:CM034765.1; chromosome Y:CM034766.1","JAEMMU01",30,0,"2021-09-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/141/585/GCA_020141585.1_ASM2014158v1",
"Homo sapiens","Eukaryota;Animals;Mammals","HG00735","SAMN17861655","PRJNA726279","GCA_018472765.1","Scaffold",3037.8,40.8,,"JAHBCG01",244,0,"2021-05-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/472/765/GCA_018472765.1_HG00735.pri.mat.f1_v2",
"Zea mays","Eukaryota;Plants;Land Plants","","SAMN17901047","PRJNA701652","GCA_019095995.1"," Chromosome",2153.79,46.9079,"chromosome 1:CM032566.1; chromosome 2:CM032567.1; chromosome 3:CM032568.1; chromosome 4:CM032569.1; chromosome 5:CM032570.1; chromosome 6:CM032571.1; chromosome 7:CM032572.1; chromosome 8:CM032573.1; chromosome 9:CM032574.1; chromosome 10:CM032575.1","JAGTWF01",1547,0,"2021-07-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/095/995/GCA_019095995.1_Zm_PHJ40_v1",
"Oryza sativa aus subgroup","Eukaryota;Plants;Land Plants","","SAMN04568482","PRJNA315689","GCA_001952365.3"," Chromosome",388.175,43.5176,"chromosome 1:CM007627.2; chromosome 2:CM007628.2; chromosome 3:CM007629.2; chromosome 4:CM007630.2; chromosome 5:CM007631.2; chromosome 6:CM007632.2; chromosome 7:CM007633.2; chromosome 8:CM007634.2; chromosome 9:CM007635.2; chromosome 10:CM007636.2; chromosome 11:CM007637.2; chromosome 12:CM007638.2","LWDA02",139,0,"2017-01-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/952/365/GCA_001952365.3_OsN22RS2",
"Oryza sativa tropical japonica subgroup","Eukaryota;Plants;Land Plants","","SAMN12748601","PRJNA565484","GCA_009831315.1"," Chromosome",383.243,43.7867,"chromosome 1:CM020742.1; chromosome 2:CM020743.1; chromosome 3:CM020744.1; chromosome 4:CM020745.1; chromosome 5:CM020746.1; chromosome 6:CM020747.1; chromosome 7:CM020748.1; chromosome 8:CM020749.1; chromosome 9:CM020750.1; chromosome 10:CM020751.1; chromosome 11:CM020752.1; chromosome 12:CM020753.1","VYIH01",124,0,"2020-01-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/831/315/GCA_009831315.1_Os132278RS1",
"Zea mays","Eukaryota;Plants;Land Plants","","SAMN15543012","PRJNA646414","GCA_016432965.1"," Chromosome",2285.79,47.0486,"chromosome 1:CM028298.1; chromosome 2:CM028299.1; chromosome 3:CM028300.1; chromosome 4:CM028301.1; chromosome 5:CM028302.1; chromosome 6:CM028303.1; chromosome 7:CM028304.1; chromosome 8:CM028305.1; chromosome 9:CM028306.1; chromosome 10:CM028307.1","JACHTI01",8450,0,"2020-12-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/432/965/GCA_016432965.1_Zm-Ia453-REFERENCE-UF-1.0",
"Homo sapiens","Eukaryota;Animals;Mammals","HG01071","SAMN17861657","PRJNA726276","GCA_018472725.1","Scaffold",3057.22,40.8,,"JAHBCF01",330,0,"2021-05-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/472/725/GCA_018472725.1_HG01071.alt.pat.f1_v2",
"Drosophila melanogaster","Eukaryota;Animals;Insects","cross SE_Lun_15_7","SAMN15423294","PRJNA559813","GCA_020141855.1"," Chromosome",141.117,41.973,"chromosome X:CM034844.1; chromosome 2L:CM034845.1; chromosome 2R:CM034846.1; chromosome 3L:CM034847.1; chromosome 3R:CM034848.1; chromosome 4:CM034849.1; chromosome Y:CM034850.1","JAEMNH01",14,0,"2021-09-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/141/855/GCA_020141855.1_ASM2014185v1",
"Heliconius melpomene vulcanus","Eukaryota;Animals;Insects","","SAMEA3670560","PRJEB8011","GCA_900068685.1","Scaffold",157.965,33.9,,"FASK01",278411,0,"2015-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/068/685/GCA_900068685.1_Heliconius_melpomene_vulcanus.CAM014632",
"Paracyprichromis sp. 'brieni south' AB-2019","Eukaryota;Animals;Other Animals","IQB9","SAMN12123707","PRJNA550295","GCA_015105235.1","Scaffold",685.889,40.4,,"VVDJ01",62804,0,"2020-10-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/105/235/GCA_015105235.1_IQB9.scf",
"Neolamprologus sp. 'furcifer ulwile' AB-2019","Eukaryota;Animals;Other Animals","LDF5","SAMN12124054","PRJNA550295","GCA_015111255.1","Scaffold",693.492,40.4,,"VUWE01",72597,0,"2020-10-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/111/255/GCA_015111255.1_LDF5.scf",
"Heliconius melpomene ecuadorensis","Eukaryota;Animals;Insects","","SAMEA3670547","PRJEB8011","GCA_900068565.1","Scaffold",147.116,34.2,,"FARM01",272793,0,"2015-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/068/565/GCA_900068565.1_Heliconius_melpomene_ecuadorensis.CAM009121",
"Drosophila melanogaster","Eukaryota;Animals;Insects","cross DE_Mun_15_8","SAMN15423295","PRJNA559813","GCA_020141845.1"," Chromosome",140.908,42.0031,"chromosome X:CM034851.1; chromosome 2L:CM034852.1; chromosome 2R:CM034853.1; chromosome 3L:CM034854.1; chromosome 3R:CM034855.1; chromosome 4:CM034856.1; chromosome Y:CM034857.1","JAEMNG01",13,0,"2021-09-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/141/845/GCA_020141845.1_ASM2014184v1",
"Homo sapiens","Eukaryota;Animals;Mammals","HG03516","SAMN17861241","PRJNA725603","GCA_018469415.1","Scaffold",3067,40.9,,"JAGYYT01",369,0,"2021-05-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/469/415/GCA_018469415.1_HG03516.alt.pat.f1_v2",
"Zea mays","Eukaryota;Plants;Land Plants","","SAMN10081786","PRJNA360923","GCA_003704525.1"," Chromosome",2198.5,46.8141,"chromosome 1:CM010947.1; chromosome 2:CM010948.1; chromosome 3:CM010949.1; chromosome 4:CM010950.1; chromosome 5:CM010951.1; chromosome 6:CM010952.1; chromosome 7:CM010953.1; chromosome 8:CM010954.1; chromosome 9:CM010955.1; chromosome 10:CM010956.1","RAQR01",797,0,"2018-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/704/525/GCA_003704525.1_Zm-PE0075-REFERENCE-TUM-1.0",
"Oryza sativa Indica Group","Eukaryota;Plants;Land Plants","","SAMD00190731","PRJDB8810","GCA_011764405.2","Scaffold",366.594,40.5,,"BLLQ01",1402,0,"2020-03-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/764/405/GCA_011764405.2_ASM1176440v2",
"Oryza sativa","Eukaryota;Plants;Land Plants","","SAMN04524138","PRJNA313502","GCA_001648735.1","Scaffold",307.225,41.4,,"LVCG01",55637,0,"2016-05-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/648/735/GCA_001648735.1_ASM164873v1",
"Zea mays","Eukaryota;Plants;Land Plants","","SAMN10081784","PRJNA360923","GCA_003709335.1"," Chromosome",2288.19,46.7282,"chromosome 1:CM010957.1; chromosome 2:CM010958.1; chromosome 3:CM010959.1; chromosome 4:CM010960.1; chromosome 5:CM010961.1; chromosome 6:CM010962.1; chromosome 7:CM010963.1; chromosome 8:CM010964.1; chromosome 9:CM010965.1; chromosome 10:CM010966.1","RAQT01",972,0,"2018-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/709/335/GCA_003709335.1_Zm-DK105-REFERENCE-TUM-1.0",
"Homo sapiens","Eukaryota;Animals;Mammals","HG02486","SAMN17861238","PRJNA723021","GCA_018467015.1","Scaffold",3030.66,40.8,,"JAGYVL01",283,0,"2021-05-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/467/015/GCA_018467015.1_HG02486.pri.mat.f1_v2",
"Drosophila melanogaster","Eukaryota;Animals;Insects","cross ES_Cor_15_18","SAMN15423289","PRJNA559813","GCA_020142045.1"," Chromosome",143.505,41.8498,"chromosome X:CM034900.1; chromosome 2L:CM034901.1; chromosome 2R:CM034902.1; chromosome 3L:CM034903.1; chromosome 3R:CM034904.1; chromosome 4:CM034905.1; chromosome Y:CM034906.1","JAEMNQ01",22,0,"2021-09-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/142/045/GCA_020142045.1_ASM2014204v1",
"Telmatochromis sp. 'shell' AB-2019","Eukaryota;Animals;Other Animals","IRI8","SAMN12123727","PRJNA550295","GCA_015104875.1","Scaffold",683.865,40.4,,"VVEC01",70391,0,"2020-10-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/104/875/GCA_015104875.1_IRI8.scf",
"Xenotilapia sp. 'papilio sunflower'","Eukaryota;Animals;Other Animals","GPF9","SAMN12123641","PRJNA550295","GCA_015103175.1","Scaffold",690.033,40.4,,"VVAY01",79436,0,"2020-10-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/103/175/GCA_015103175.1_GPF9.scf",
"Heliconius melpomene aglaope","Eukaryota;Animals;Insects","","SAMEA1094487","PRJEB8011","GCA_001485885.1","Scaffold",13.6608,31.6,,"FAQM01",32816,0,"2015-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/485/885/GCA_001485885.1_Heliconius_melpomene_aglaope.09-246",
"Drosophila melanogaster","Eukaryota;Animals;Insects","ES_Ten_15_15","SAMN12560263","PRJNA559813","GCA_020141505.1"," Chromosome",139.167,42.1122,"chromosome X:CM034718.1; chromosome 2L:CM034719.1; chromosome 2R:CM034720.1; chromosome 3L:CM034721.1; chromosome 3R:CM034722.1; chromosome 4:CM034723.1; chromosome Y:CM034724.1","JAEMMQ01",15,0,"2021-09-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/141/505/GCA_020141505.1_ASM2014150v1",
"Zea mays subsp. mays","Eukaryota;Plants;Land Plants","","SAMN06216672","PRJNA360923","GCA_001990705.1"," Chromosome",2392.8,46.8243,"chromosome 10:CM007713.1; chromosome 1:CM007704.1; chromosome 2:CM007705.1; chromosome 3:CM007706.1; chromosome 4:CM007707.1; chromosome 5:CM007708.1; chromosome 6:CM007709.1; chromosome 7:CM007710.1; chromosome 8:CM007711.1; chromosome 9:CM007712.1","MTTB01",62610,0,"2017-02-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/990/705/GCA_001990705.1_Zm-F7-REFERENCE-TUM-1.0",
"Oryza sativa","Eukaryota;Plants;Land Plants","","SAMN04538187","PRJNA313502","GCA_001648745.1","Scaffold",295.39,41,,"LVCH01",64800,0,"2016-05-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/648/745/GCA_001648745.1_IL50-13",
"Zea mays subsp. mays","Eukaryota;Plants;Land Plants","","SAMN06216638","PRJNA360920","GCA_001984235.2"," Chromosome",2455.26,46.8254,"chromosome 1:CM007694.1; chromosome 2:CM007695.1; chromosome 3:CM007696.1; chromosome 4:CM007697.1; chromosome 5:CM007698.1; chromosome 6:CM007699.1; chromosome 7:CM007700.1; chromosome 8:CM007701.1; chromosome 9:CM007702.1; chromosome 10:CM007703.1","MTTA01",60567,0,"2017-02-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/984/235/GCA_001984235.2_Zm-EP1-REFERENCE-TUM-1.0",
"Drosophila melanogaster","Eukaryota;Animals;Insects","RS_Sla_16_1","SAMN12560262","PRJNA559813","GCA_020141595.1"," Chromosome",142.408,42.0403,"chromosome X:CM034746.1; chromosome 2L:CM034747.1; chromosome 2R:CM034748.1; chromosome 3L:CM034749.1; chromosome 3R:CM034750.1; chromosome 4:CM034751.1; chromosome Y:CM034752.1","JAEMMS01",20,0,"2021-09-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/141/595/GCA_020141595.1_ASM2014159v1",
"Heliconius melpomene amaryllis","Eukaryota;Animals;Insects","","SAMEA1094474","PRJEB8011","GCA_001486025.1","Scaffold",56.2894,31.5,,"FARH01",146766,0,"2015-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/486/025/GCA_001486025.1_Heliconius_melpomene_amaryllis.09-79",
"Chalinochromis sp. 'bifrenatus'","Eukaryota;Animals;Other Animals","LDE1","SAMN12124050","PRJNA550295","GCA_015111275.1","Scaffold",691.054,40.4,,"VUWA01",73342,0,"2020-10-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/111/275/GCA_015111275.1_LDE1.scf",
"Neolamprologus sp. 'falcicula mahale' AB-2019","Eukaryota;Animals;Other Animals","LCB5","SAMN12124032","PRJNA550295","GCA_015111635.1","Scaffold",676.759,40.4,,"VUVJ01",76684,0,"2020-10-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/111/635/GCA_015111635.1_LCB5.scf",
"Heliconius melpomene aglaope","Eukaryota;Animals;Insects","","SAMEA1094471","PRJEB8011","GCA_001485925.1","Scaffold",49.7631,31.2,,"FAQR01",132307,0,"2015-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/485/925/GCA_001485925.1_Heliconius_melpomene_aglaope.09-267",
"Drosophila melanogaster","Eukaryota;Animals;Insects","cross DE_Mun_15_13","SAMN15423297","PRJNA559813","GCA_020141815.1"," Chromosome",138.463,42.0728,"chromosome X:CM034837.1; chromosome 2L:CM034838.1; chromosome 2R:CM034839.1; chromosome 3L:CM034840.1; chromosome 3R:CM034841.1; chromosome 4:CM034842.1; chromosome Y:CM034843.1","JAEMNE01",16,0,"2021-09-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/141/815/GCA_020141815.1_ASM2014181v1",
