#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Trebouxia gelatinosa","Eukaryota;Plants;Green Algae","LA000220","SAMN03104849","PRJNA263654","GCA_000818905.1","Scaffold",61.7262,50.4,,"JUBA01",848,0,"2015-01-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/818/905/GCA_000818905.1_ASM81890v1",
"Picochlorum sp. 'soloecismus'","Eukaryota;Plants;Green Algae","DOE 101","SAMN08031155","PRJNA418600","GCA_002818215.1","Scaffold",15.2525,44.332,"mitochondrion MT:CM008992.1; chloroplast Pltd:CM008993.1","PJAJ01",38,0,"2017-12-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/818/215/GCA_002818215.1_ASM281821v1",
"Salix suchowensis","Eukaryota;Plants;Land Plants","XY12","SAMN16416250","PRJNA668632","GCA_017552425.1"," Chromosome",355.718,34.9461,"chromosome 1:CM029799.1; chromosome 2:CM029800.1; chromosome 3:CM029801.1; chromosome 4:CM029802.1; chromosome 5:CM029803.1; chromosome 6:CM029804.1; chromosome 7:CM029805.1; chromosome 8:CM029806.1; chromosome 9:CM029807.1; chromosome 10:CM029808.1; chromosome 11:CM029809.1; chromosome 12:CM029810.1; chromosome 13:CM029811.1; chromosome 14:CM029812.1; chromosome 15:CM029813.1; chromosome 16:CM029814.1; chromosome 17:CM029815.1; chromosome 18:CM029816.1; chromosome 19:CM029817.1","JAEQKX01",1199,36449,"2021-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/552/425/GCA_017552425.1_ASM1755242v1",
"Monoraphidium neglectum","Eukaryota;Plants;Green Algae","SAG 48.87","SAMN02981574","PRJNA293989","GCA_000611645.1","Scaffold",69.7118,64.1131,"mitochondrion MT:NW_014013625.1/CM002677.1; chloroplast CP:NW_014013626.1/CM002678.1","AYTC01",6720,16755,"2014-03-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/611/645/GCA_000611645.1_mono_v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/611/645/GCF_000611645.1_mono_v1"
"Ipomoea trifida","Eukaryota;Plants;Land Plants","","SAMN08284054","PRJNA428214","GCA_003576665.1"," Chromosome",492.376,37.2563,"chromosome 1:CP025644.1; chromosome 2:CP025645.1; chromosome 3:CP025646.1; chromosome 4:CP025647.1; chromosome 5:CP025648.1; chromosome 6:CP025649.1; chromosome 7:CP025650.1; chromosome 8:CP025651.1; chromosome 9:CP025652.1; chromosome 10:CP025653.1; chromosome 11:CP025654.1; chromosome 12:CP025655.1; chromosome 13:CP025656.1; chromosome 14:CP025657.1; chromosome 15:CP025658.1; chromosome 16:CP025659.1",,16,0,"2018-09-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/576/665/GCA_003576665.1_ASM357666v1",
"Cardamine resedifolia","Eukaryota;Plants;Land Plants","Cre14_and_Cre20","SAMN11604304","PRJNA541873","GCA_014578085.1","Scaffold",192.818,35,,"VBRH01",43475,0,"2020-09-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/578/085/GCA_014578085.1_Cresedifolia_CH_v1",
"Quercus aquifolioides","Eukaryota;Plants;Land Plants","Qaqu01.1","SAMN17573486","PRJNA694730","GCA_019022515.1"," Chromosome",926.488,36.5951,"chromosome 1:CM032325.1; chromosome 2:CM032326.1; chromosome 3:CM032327.1; chromosome 4:CM032328.1; chromosome 5:CM032329.1; chromosome 6:CM032330.1; chromosome 7:CM032331.1; chromosome 8:CM032332.1; chromosome 9:CM032333.1; chromosome 10:CM032334.1; chromosome 11:CM032335.1; chromosome 12:CM032336.1","JAFHAW01",292,0,"2021-06-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/022/515/GCA_019022515.1_ASM1902251v1",
"Hibiscus syriacus","Eukaryota;Plants;Land Plants","YM2019G1","SAMN11494363","PRJNA691360","GCA_006381635.2","Scaffold",1826.93,34.2002,"chloroplast Pltd:NC_026909.1/","VEPZ02",1789,81925,"2019-06-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/381/635/GCA_006381635.2_ASM638163v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/381/635/GCF_006381635.1_ASM638163v2"
"Solanum chilense","Eukaryota;Plants;Land Plants","","SAMN10186767","PRJNA508893","GCA_006013705.1","Scaffold",913.881,24.8,,"RXGB01",81304,19,"2019-06-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/013/705/GCA_006013705.1_ASM601370v1",
"Gossypium turneri","Eukaryota;Plants;Land Plants","D10-2","SAMN10135581","PRJNA493521","GCA_008044935.1"," Chromosome",755.203,33.2104,"chromosome D10_01:CP032571.1; chromosome D10_02:CP032572.1; chromosome D10_03:CP032573.1; chromosome D10_04:CP032574.1; chromosome D10_05:CP032575.1; chromosome D10_06:CP032576.1; chromosome D10_07:CP032577.1; chromosome D10_08:CP032578.1; chromosome D10_09:CP032579.1; chromosome D10_10:CP032580.1; chromosome D10_11:CP032581.1; chromosome D10_12:CP032582.1; chromosome D10_13:CP032583.1",,13,0,"2019-08-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/044/935/GCA_008044935.1_ASM804493v1",
"Prunus yedoensis","Eukaryota;Plants;Land Plants","","SAMD00162631","PRJDB7997","GCA_005406145.1","Contig",690.106,37.9,,"BJCG01",4571,0,"2019-03-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/406/145/GCA_005406145.1_CYE_r3.1",
"Dioscorea zingiberensis","Eukaryota;Plants;Land Plants","CJ2019","SAMN11602138","PRJNA541739","GCA_014060945.1","Scaffold",479.421,38.5,,"VCDL01",14408,0,"2020-08-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/060/945/GCA_014060945.1_ASM1406094v1",
"Fagopyrum tataricum","Eukaryota;Plants;Land Plants","","SAMN06686189","PRJNA381676","GCA_002319775.1"," Chromosome",505.883,38.7564,"chromosome 1:CM008279.1; chromosome 2:CM008280.1; chromosome 3:CM008281.1; chromosome 4:CM008282.1; chromosome 5:CM008283.1; chromosome 6:CM008284.1; chromosome 7:CM008285.1; chromosome 8:CM008286.1","NCTC01",7020,0,"2017-09-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/319/775/GCA_002319775.1_Ft1.0",
"Selaginella kraussiana","Eukaryota;Plants;Land Plants","","SAMN03704959","PRJNA284650","GCA_001021135.1","Scaffold",114.503,44.7,,"LDJE01",105914,0,"2015-06-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/021/135/GCA_001021135.1_ASM102113v1",
"Scutellaria baicalensis","Eukaryota;Plants;Land Plants","Sb-2017","SAMN09759447","PRJNA484052","GCA_005771605.1"," Chromosome",386.674,34.3448,"chromosome 1:CM016721.1; chromosome 2:CM016722.1; chromosome 3:CM016723.1; chromosome 4:CM016724.1; chromosome 5:CM016725.1; chromosome 6:CM016726.1; chromosome 7:CM016727.1; chromosome 8:CM016728.1; chromosome 9:CM016729.1","VALJ01",114,0,"2019-05-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/771/605/GCA_005771605.1_ASM577160v1",
"Gossypium harknessii","Eukaryota;Plants;Land Plants","0","SAMN10346753","PRJNA488266","GCA_013677255.1"," Chromosome",732.155,34.1683,"chromosome 1:CM025219.1; chromosome 2:CM025220.1; chromosome 3:CM025221.1; chromosome 4:CM025222.1; chromosome 5:CM025223.1; chromosome 6:CM025224.1; chromosome 7:CM025225.1; chromosome 8:CM025226.1; chromosome 9:CM025227.1; chromosome 10:CM025228.1; chromosome 11:CM025229.1; chromosome 12:CM025230.1; chromosome 13:CM025231.1","JABFAD01",373839,27624,"2020-07-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/677/255/GCA_013677255.1_ASM1367725v1",
"Primula vulgaris","Eukaryota;Plants;Land Plants","","SAMEA2802728","PRJEB7311","GCA_001077355.1","Scaffold",1.50478,35.6,,"CDJJ02",229,0,"2015-01-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/077/355/GCA_001077355.1_ASM107735v1",
"Dactylis glomerata","Eukaryota;Plants;Land Plants","","SAMN09197285","PRJNA471014","GCA_007115705.1","Scaffold",1781.32,43.9,,"QXEO01",2117,0,"2019-07-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/115/705/GCA_007115705.1_ASM711570v1",
"Oropetium thomaeum","Eukaryota;Plants;Land Plants","","SAMN03765142","PRJNA286116","GCA_001182835.1","Contig",243.175,45.3,,"LFJQ01",625,0,"2015-07-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/182/835/GCA_001182835.1_Oropetium_genomic_20141112",
"uncultured Bathycoccus","Eukaryota;Plants;Green Algae","","SAMN02981353","PRJNA68167","GCA_000259855.1","Contig",5.18308,48.2,,"AFUW01",185,0,"2011-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/259/855/GCA_000259855.1_ASM25985v1",
"Carnegiea gigantea","Eukaryota;Plants;Land Plants","SGP5","SAMN04868325","PRJNA318822","GCA_002740515.1","Scaffold",980.351,36.1,,"NCQR01",57405,0,"2017-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/740/515/GCA_002740515.1_SGP5_Cgig_v1.3",
"Solanum commersonii","Eukaryota;Plants;Land Plants","LZ3.2","SAMN15755581","PRJNA655804","GCA_018258275.1"," Chromosome",731.618,34.414,"chromosome 1:CM031106.1; chromosome 2:CM031107.1; chromosome 3:CM031108.1; chromosome 4:CM031109.1; chromosome 5:CM031110.1; chromosome 6:CM031111.1; chromosome 7:CM031112.1; chromosome 8:CM031113.1; chromosome 9:CM031114.1; chromosome 10:CM031115.1; chromosome 11:CM031116.1; chromosome 12:CM031117.1","JACXVP01",489,65112,"2021-05-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/258/275/GCA_018258275.1_ASM1825827v1",
"Cymbomonas tetramitiformis","Eukaryota;Plants;Green Algae","PLY_AMNH","SAMN03799721","PRJNA286761","GCA_001247695.1","Scaffold",281.27,48.9,,"LGRX01",40243,0,"2015-08-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/247/695/GCA_001247695.1_ASM124769v1",
"Ocimum tenuiflorum","Eukaryota;Plants;Land Plants","Krisha","SAMN02378864","PRJNA223343","GCA_001278415.1","Contig",332.617,35.8,,"AYJT01",121993,0,"2015-09-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/278/415/GCA_001278415.1_OciTen1.0",
"Vitis cinerea x Vitis riparia","Eukaryota;Plants;Land Plants","","SAMEA2532534","PRJEB5934","GCA_001282645.1","Scaffold",539.624,33.5,,"CCJE01",210444,0,"2015-06-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/282/645/GCA_001282645.1_BoeWGS1.0",
"Alloteropsis semialata","Eukaryota;Plants;Land Plants","","SAMN09668083","PRJNA481434","GCA_004135705.1"," Chromosome",747.772,46.2887,"chromosome 1:CM014270.1; chromosome 2:CM014271.1; chromosome 3:CM014272.1; chromosome 4:CM014273.1; chromosome 5:CM014274.1; chromosome 6:CM014275.1; chromosome 7:CM014276.1; chromosome 8:CM014277.1; chromosome 9:CM014278.1; chloroplast Pltd:CM014279.1","QPGU01",688,0,"2019-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/135/705/GCA_004135705.1_ASEM_AUS1_V1.0",
"Silybum marianum","Eukaryota;Plants;Land Plants","LBBE","SAMN04161469","PRJNA251972","GCA_001541825.1","Contig",1477.57,37.2,,"LMWD01",258575,0,"2016-01-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/541/825/GCA_001541825.1_ASM154182v1",
"Gynochthodes officinalis","Eukaryota;Plants;Land Plants","JW2020","SAMN14599083","PRJNA625354","GCA_020080225.1"," Chromosome",484.869,33.8177,"linkage group LG01:CM034615.1; linkage group LG02:CM034616.1; linkage group LG03:CM034617.1; linkage group LG04:CM034618.1; linkage group LG05:CM034619.1; linkage group LG06:CM034620.1; linkage group LG07:CM034621.1; linkage group LG08:CM034622.1; linkage group LG09:CM034623.1; linkage group LG10:CM034624.1; linkage group LG11:CM034625.1","JAIQDA01",64,0,"2021-09-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/080/225/GCA_020080225.1_ASM2008022v1",
"Isatis tinctoria","Eukaryota;Plants;Land Plants","I672","SAMN12097857","PRJNA549758","GCA_010577795.1"," Chromosome",293.865,38.1793,"chromosome 1:CM021244.1; chromosome 2:CM021245.1; chromosome 3:CM021246.1; chromosome 4:CM021247.1; chromosome 5:CM021248.1; chromosome 6:CM021249.1; chromosome 7:CM021250.1","VHIU01",809,0,"2020-02-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/577/795/GCA_010577795.1_ASM1057779v1",
"Dendrobium huoshanense","Eukaryota;Plants;Land Plants","K2B","SAMN15589911","PRJNA597621","GCA_016618105.1"," Chromosome",1284.29,35.7489,"chromosome 1:CM028342.1; chromosome 2:CM028343.1; chromosome 3:CM028344.1; chromosome 4:CM028345.1; chromosome 5:CM028346.1; chromosome 6:CM028347.1; chromosome 7:CM028348.1; chromosome 8:CM028349.1; chromosome 9:CM028350.1; chromosome 10:CM028351.1; chromosome 11:CM028352.1; chromosome 12:CM028353.1; chromosome 13:CM028354.1; chromosome 14:CM028355.1; chromosome 15:CM028356.1; chromosome 16:CM028357.1; chromosome 17:CM028358.1; chromosome 18:CM028359.1; chromosome 19:CM028360.1","JADPUM01",2256,0,"2021-01-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/618/105/GCA_016618105.1_ASM1661810v1",
"Dendrobium chrysotoxum","Eukaryota;Plants;Land Plants","Lindl","SAMN16425399","PRJNA664445","GCA_019925795.1"," Chromosome",1368.17,35.5391,"chromosome 1:CM034297.1; chromosome 2:CM034298.1; chromosome 3:CM034299.1; chromosome 4:CM034300.1; chromosome 5:CM034301.1; chromosome 6:CM034302.1; chromosome 7:CM034303.1; chromosome 8:CM034304.1; chromosome 9:CM034305.1; chromosome 10:CM034306.1; chromosome 11:CM034307.1; chromosome 12:CM034308.1; chromosome 13:CM034309.1; chromosome 14:CM034310.1; chromosome 15:CM034311.1; chromosome 16:CM034312.1; chromosome 17:CM034313.1; chromosome 18:CM034314.1; chromosome 19:CM034315.1","JAGFBR01",822,27094,"2021-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/795/GCA_019925795.1_ASM1992579v1",
"Tilia amurensis","Eukaryota;Plants;Land Plants","SWC-2021","SAMN18738988","PRJNA721794","GCA_020138205.1","Contig",12.6937,35.1,,"JAIFZL01",15627,0,"2021-09-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/138/205/GCA_020138205.1_ASM2013820v1",
"Panax japonicus","Eukaryota;Plants;Land Plants","WZH-0003","SAMN20855173","PRJNA752920","GCA_020205505.1"," Chromosome",2028.86,33.9588,"chromosome 1:CM035091.1; chromosome 2:CM035092.1; chromosome 3:CM035093.1; chromosome 4:CM035094.1; chromosome 5:CM035095.1; chromosome 6:CM035096.1; chromosome 7:CM035097.1; chromosome 8:CM035098.1; chromosome 9:CM035099.1; chromosome 10:CM035100.1; chromosome 11:CM035101.1; chromosome 12:CM035102.1; chromosome 13:CM035103.1; chromosome 14:CM035104.1; chromosome 15:CM035105.1; chromosome 16:CM035106.1; chromosome 17:CM035107.1; chromosome 18:CM035108.1; chromosome 19:CM035109.1; chromosome 20:CM035110.1; chromosome 21:CM035111.1; chromosome 22:CM035112.1; chromosome 23:CM035113.1; chromosome 24:CM035114.1","JAINUV01",1507,0,"2021-10-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/205/505/GCA_020205505.1_ASM2020550v1",
"Eutrema yunnanense","Eukaryota;Plants;Land Plants","","SAMN08200759","PRJNA419026","GCA_002933935.1","Scaffold",415.364,35.4,,"PKML01",78020,0,"2018-02-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/933/935/GCA_002933935.1_ASM293393v1",
"Eutrema heterophyllum","Eukaryota;Plants;Land Plants","","SAMN08200758","PRJNA419026","GCA_002933915.1","Scaffold",348.971,37,,"PKMM01",57686,0,"2018-02-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/933/915/GCA_002933915.1_ASM293391v1",
"Arabis nordmanniana","Eukaryota;Plants;Land Plants","","SAMN02983203","PRJNA258061","GCA_001484925.1","Scaffold",342.307,35,,"LNCG01",267228,0,"2016-01-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/484/925/GCA_001484925.1_ASM148492v1",
"Arabis montbretiana","Eukaryota;Plants;Land Plants","","SAMN02983095","PRJNA258048","GCA_001484125.2"," Chromosome",257.692,36.5783,"chromosome 1:CM035083.1; chromosome 2:CM035084.1; chromosome 3:CM035085.1; chromosome 4:CM035086.1; chromosome 5:CM035087.1; chromosome 6:CM035088.1; chromosome 7:CM035089.1; chromosome 8:CM035090.1","LNCH02",2540,0,"2016-01-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/484/125/GCA_001484125.2_MPIPZ_Amontbretiana_3.1",
"Aquilaria sinensis","Eukaryota;Plants;Land Plants","Y14","SAMN11080769","PRJNA525935","GCA_005392925.1","Contig",699.794,37.8,,"SMDT01",3368,0,"2019-05-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/392/925/GCA_005392925.1_SCBG_Asin_1.0",
"Vitis aestivalis","Eukaryota;Plants;Land Plants","","SAMN04276630","PRJNA302606","GCA_001562795.1","Contig",432.755,33.8,,"LOML01",756125,0,"2016-02-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/562/795/GCA_001562795.1_VitisNorton_MSU1.0",
"Boswellia sacra","Eukaryota;Plants;Land Plants","BS-S2","SAMN06578933","PRJNA379064","GCA_013180625.1","Scaffold",430.959,31.6,,"SNVD01",72077,0,"2020-05-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/180/625/GCA_013180625.1_ASM1318062v1",
"Akebia trifoliata","Eukaryota;Plants;Land Plants","Shusen 1","SAMN16551930","PRJNA671772","GCA_017979445.1"," Chromosome",652.797,35.0007,"chromosome 1:CM030704.1; chromosome 2:CM030705.1; chromosome 3:CM030706.1; chromosome 4:CM030707.1; chromosome 5:CM030708.1; chromosome 6:CM030709.1; chromosome 7:CM030710.1; chromosome 8:CM030711.1; chromosome 9:CM030712.1; chromosome 10:CM030713.1; chromosome 11:CM030714.1; chromosome 12:CM030715.1; chromosome 13:CM030716.1; chromosome 14:CM030717.1; chromosome 15:CM030718.1; chromosome 16:CM030719.1","JADQWC01",913,0,"2021-04-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/979/445/GCA_017979445.1_ASM1797944v1",
"Gynostemma pentaphyllum","Eukaryota;Plants;Land Plants","JGL-2020","SAMN20146133","PRJNA720501","GCA_020536105.1"," Chromosome",582.948,32.8651,"linkage group LG1:CM035879.1; linkage group LG2:CM035880.1; linkage group LG3:CM035881.1; linkage group LG4:CM035882.1; linkage group LG5:CM035883.1; linkage group LG6:CM035884.1; linkage group LG7:CM035885.1; linkage group LG8:CM035886.1; linkage group LG9:CM035887.1; linkage group LG10:CM035888.1; linkage group LG11:CM035889.1","JAHXMR01",578,0,"2021-10-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/536/105/GCA_020536105.1_JGL_1.0",
"Utricularia reniformis","Eukaryota;Plants;Land Plants","sample 14","SAMN03893229","PRJNA290588","GCA_009725065.1","Scaffold",304.539,36,,"RWGZ01",1825,0,"2019-12-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/725/065/GCA_009725065.1_Urenif-v1",
"Monotropa hypopitys","Eukaryota;Plants;Land Plants","2KALR","SAMN04453695","PRJNA310692","GCA_002855965.1","Contig",2197.49,41.2,,"NMUG01",1259264,0,"2018-01-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/855/965/GCA_002855965.1_monotropa1.0",
"Panicum miliaceum","Eukaryota;Plants;Land Plants","","SAMN08335224","PRJNA429322","GCA_002895445.2"," Chromosome",848.352,46.8382,"chromosome 1:CM010235.1; chromosome 2:CM010236.1; chromosome 3:CM010237.1; chromosome 4:CM010238.1; chromosome 5:CM010239.1; chromosome 6:CM010240.1; chromosome 7:CM010241.1; chromosome 8:CM010242.1; chromosome 9:CM010243.1; chromosome 10:CM010244.1; chromosome 11:CM010245.1; chromosome 12:CM010246.1; chromosome 13:CM010247.1; chromosome 14:CM010248.1; chromosome 15:CM010249.1; chromosome 16:CM010250.1; chromosome 17:CM010251.1; chromosome 18:CM010252.1","PPDP02",466,0,"2018-01-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/895/445/GCA_002895445.2_ASM289544v2",
"Zoysia japonica","Eukaryota;Plants;Land Plants","","SAMD00041943","PRJDB4210","GCA_001602275.1","Scaffold",334.384,42.6,,"BCLF01",11786,0,"2016-03-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/602/275/GCA_001602275.1_ASM160227v1",
"Zoysia matrella","Eukaryota;Plants;Land Plants","","SAMD00041944","PRJDB4210","GCA_001602295.1","Scaffold",563.439,43.3,,"BCLG01",13609,0,"2016-03-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/602/295/GCA_001602295.1_ASM160229v1",
"Zoysia pacifica","Eukaryota;Plants;Land Plants","","SAMD00041945","PRJDB4210","GCA_001602315.1","Scaffold",397.01,43.2,,"BCLH01",11428,0,"2016-03-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/602/315/GCA_001602315.1_ASM160231v1",
"Micromonas commoda","Eukaryota;Plants;Green Algae","RCC299","SAMN03081421","PRJNA15676","GCA_000090985.2","Complete",21.1093,63.8223,"chromosome 1:NC_013038.1/CP001574.1; chromosome 2:NC_013039.1/CP001323.1; chromosome 3:NC_013040.1/CP001324.1; chromosome 4:NC_013041.1/CP001325.1; chromosome 5:NC_013042.1/CP001326.1; chromosome 6:NC_013043.1/CP001327.1; chromosome 7:NC_013044.1/CP001328.1; chromosome 8:NC_013045.1/CP001575.1; chromosome 9:NC_013046.1/CP001329.1; chromosome 10:NC_013047.1/CP001576.1; chromosome 11:NC_013048.1/CP001330.1; chromosome 12:NC_013049.1/CP001577.1; chromosome 13:NC_013050.1/CP001331.1; chromosome 14:NC_013051.1/CP001332.1; chromosome 15:NC_013052.1/CP001333.1; chromosome 16:NC_013053.1/CP001334.1; chromosome 17:NC_013054.1/CP001335.1; mitochondrion MT:NC_012643.1/FJ859351.1; chloroplast Pltd:NC_012575.1/FJ858267.1",,19,10137,"2009-04-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/090/985/GCA_000090985.2_ASM9098v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/090/985/GCF_000090985.2_ASM9098v2"
"Chlorella sorokiniana","Eukaryota;Plants;Green Algae","1602","SAMN03890866","PRJNA290386","GCA_002245835.2","Contig",59.5662,63.9964,"mitochondrion MT:CM009641.1; chloroplast Pltd:CM009642.1","LHPG02",159,10384,"2017-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/245/835/GCA_002245835.2_Chlorella_sorokiniana_2.0",
"Auxenochlorella protothecoides","Eukaryota;Plants;Green Algae","UTEX 25","SAMN09439844","PRJNA476562","GCA_003709365.1","Scaffold",21.2176,62.5803,"mitochondrion MT:CM011000.1; chloroplast Pltd:CM011001.1","QOKY01",217,5852,"2018-11-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/709/365/GCA_003709365.1_ASM370936v1",
"Fraxinus excelsior","Eukaryota;Plants;Land Plants","","SAMEA2248197","PRJEB4958","GCA_900149125.1","Scaffold",867.455,0,,"FTPI01",89515,0,"2017-01-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/149/125/GCA_900149125.1_BATG-0.5",
"Fragaria iinumae","Eukaryota;Plants;Land Plants","","SAMD00010918","PRJDB1478","GCA_000511975.1","Scaffold",199.628,39.1,,"BATU01",117822,0,"2013-11-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/511/975/GCA_000511975.1_FII_r1.1",
"Elaeis oleifera","Eukaryota;Plants;Land Plants","","SAMN03103723","PRJNA217846","GCA_002146275.1","Contig",60.0019,38.2,,"AXCH01",93897,0,"2017-05-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/146/275/GCA_002146275.1_EO01",
"Solanum pennellii","Eukaryota;Plants;Land Plants","","SAMEA3138941","PRJEB5228","GCA_000577875.1","Contig",720.458,34,,"CBYR01",57205,0,"2014-02-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/577/875/GCA_000577875.1_Sopen10",
"Benincasa hispida","Eukaryota;Plants;Land Plants","CXJ-001","SAMN13620007","PRJNA596365","GCA_016987355.1","Scaffold",894.303,34.9,,"JAADJP01",6388,0,"2021-02-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/987/355/GCA_016987355.1_ASM1698735v1",
"Arabis alpina","Eukaryota;Plants;Land Plants","","SAMN02689159","PRJNA241291","GCA_000733195.1"," Chromosome",308.033,37.9325,"chromosome 1:CM002869.1; chromosome 2:CM002870.1; chromosome 3:CM002871.1; chromosome 4:CM002872.1; chromosome 5:CM002873.1; chromosome 6:CM002874.1; chromosome 7:CM002875.1; chromosome 8:CM002876.1","JNGA01",27779,23286,"2014-07-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/733/195/GCA_000733195.1_A_alpina_V4",
"Vanilla planifolia","Eukaryota;Plants;Land Plants","","SAMN14973820","PRJNA668740","GCA_016413885.1"," Chromosome",744.192,30.7896,"chromosome 1:CM028164.1; chromosome 2:CM028165.1; chromosome 3:CM028166.1; chromosome 4:CM028167.1; chromosome 5:CM028168.1; chromosome 6:CM028169.1; chromosome 7:CM028170.1; chromosome 8:CM028171.1; chromosome 9:CM028172.1; chromosome 10:CM028173.1; chromosome 11:CM028174.1; chromosome 12:CM028175.1; chromosome 13:CM028176.1; chromosome 14:CM028177.1","JADCNM01",668,29180,"2020-12-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/413/885/GCA_016413885.1_Elo_Vpla-B_alternate_1.0",
