TaxID,Superkingdom,Phylum,Family,Genus,Species,Strain,BioProject,BioSample,Genome.id,Assembly,Mitochondrion.id,Scaffolds,Genome.size,Genome.GC,Genome.CDS,Mitochondrion.size,Mitochondrion.GC,Mitochondrion.CDS,size.ratio,GenBank.FTP
109905,Eukaryota,Chordata,Chaetodontidae,Chelmon,Chelmon rostratus,fCheRos1,PRJNA734320,SAMN12623620,chromosome 1:NC_055658.1/CM030613.1; chromosome 2:NC_055659.1/CM030614.1; chromosome 3:NC_055660.1/CM030615.1; chromosome 4:NC_055661.1/CM030616.1; chromosome 5:NC_055662.1/CM030617.1; chromosome 6:NC_055663.1/CM030618.1; chromosome 7:NC_055664.1/CM030619.1; chromosome 8:NC_055665.1/CM030620.1; chromosome 9:NC_055666.1/CM030621.1; chromosome 10:NC_055667.1/CM030622.1; chromosome 11:NC_055668.1/CM030623.1; chromosome 12:NC_055669.1/CM030624.1; chromosome 13:NC_055670.1/CM030625.1; chromosome 14:NC_055671.1/CM030626.1; chromosome 15:NC_055672.1/CM030627.1; chromosome 16:NC_055673.1/CM030628.1; chromosome 17:NC_055674.1/CM030629.1; chromosome 18:NC_055675.1/CM030630.1; chromosome 19:NC_055676.1/CM030631.1; chromosome 20:NC_055677.1/CM030632.1; chromosome 21:NC_055678.1/CM030633.1; chromosome 22:NC_055679.1/CM030634.1; chromosome 23:NC_055680.1/CM030635.1; chromosome 24:NC_055681.1/CM030636.1; mitochondrion MT:NC_025953.1/CM030678.1,GCA_017976325.1,MT:NC_025953.1/CM030678.1,29,644.208,42.569,33912,0.016538,43.0161,13,38953.19869,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/976/325/GCA_017976325.1_fCheRos1.pri
1250792,Eukaryota,Chordata,Melanotaeniidae,Melanotaenia,Melanotaenia boesemani,fMelBoe1,PRJNA734611,SAMN12623618,chromosome 1:NC_055682.1/CM030225.1; chromosome 2:NC_055683.1/CM030226.1; chromosome 3:NC_055684.1/CM030227.1; chromosome 4:NC_055685.1/CM030228.1; chromosome 5:NC_055686.1/CM030229.1; chromosome 6:NC_055687.1/CM030230.1; chromosome 7:NC_055688.1/CM030231.1; chromosome 8:NC_055689.1/CM030232.1; chromosome 9:NC_055690.1/CM030233.1; chromosome 10:NC_055691.1/CM030234.1; chromosome 11:NC_055692.1/CM030235.1; chromosome 12:NC_055693.1/CM030236.1; chromosome 13:NC_055694.1/CM030237.1; chromosome 14:NC_055695.1/CM030238.1; chromosome 15:NC_055696.1/CM030239.1; chromosome 16:NC_055697.1/CM030240.1; chromosome 17:NC_055698.1/CM030241.1; chromosome 18:NC_055699.1/CM030242.1; chromosome 19:NC_055700.1/CM030243.1; chromosome 20:NC_055701.1/CM030244.1; chromosome 21:NC_055702.1/CM030245.1; chromosome 22:NC_055703.1/CM030246.1; chromosome 23:NC_055704.1/CM030247.1; chromosome 24:NC_055705.1/CM030248.1; mitochondrion MT:NC_028208.1/CM030249.1,GCA_017639745.1,MT:NC_028208.1/CM030249.1,93,865.593,39.7,45791,0.016493,45.6557,13,52482.4471,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/639/745/GCA_017639745.1_fMelBoe1.pri
34773,Eukaryota,Chordata,Clupeidae,Alosa,Alosa sapidissima,fAloSap1,PRJNA736150,SAMN18857608,chromosome 1:NC_055957.1/CM031716.1; chromosome 2:NC_055958.1/CM031717.1; chromosome 3:NC_055959.1/CM031718.1; chromosome 4:NC_055960.1/CM031719.1; chromosome 5:NC_055961.1/CM031720.1; chromosome 6:NC_055962.1/CM031721.1; chromosome 7:NC_055963.1/CM031722.1; chromosome 8:NC_055964.1/CM031723.1; chromosome 9:NC_055965.1/CM031724.1; chromosome 10:NC_055966.1/CM031725.1; chromosome 11:NC_055967.1/CM031726.1; chromosome 12:NC_055968.1/CM031727.1; chromosome 13:NC_055969.1/CM031728.1; chromosome 14:NC_055970.1/CM031729.1; chromosome 15:NC_055971.1/CM031730.1; chromosome 16:NC_055972.1/CM031731.1; chromosome 17:NC_055973.1/CM031732.1; chromosome 18:NC_055974.1/CM031733.1; chromosome 19:NC_055975.1/CM031734.1; chromosome 20:NC_055976.1/CM031735.1; chromosome 21:NC_055977.1/CM031736.1; chromosome 22:NC_055978.1/CM031737.1; chromosome 23:NC_055979.1/CM031738.1; chromosome 24:NC_055980.1/CM031739.1; mitochondrion MT:NC_014690.1/,GCA_018492685.1,MT:NC_014690.1/,74,903.582,43.2182,56007,0.016697,46.8228,13,54116.4281,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/492/685/GCA_018492685.1_fAloSap1.pri
8153,Eukaryota,Chordata,Cichlidae,Haplochromis,Haplochromis burtoni,Fernald_Lab_line,PRJNA737037,SAMN17845830,mitochondrion MT:NC_027289.1/,GCA_018398535.1,MT:NC_027289.1/,7421,854.589,41.7001,48920,0.016583,45.5105,13,51534.04089,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/398/535/GCA_018398535.1_NCSU_Asbu1
230844,Eukaryota,Chordata,Cricetidae,Peromyscus,Peromyscus maniculatus bairdii,BW,PRJNA738144,SAMN10150431,chromosome 1:NC_056008.1/CM010879.2; chromosome 2:NC_056009.1/CM010880.2; chromosome 3:NC_056010.1/CM010881.2; chromosome 4:NC_056011.1/CM010882.2; chromosome 5:NC_056012.1/CM010883.2; chromosome 6:NC_056013.1/CM010884.2; chromosome 7:NC_056014.1/CM010885.2; chromosome 8:NC_056015.1/CM010886.1; chromosome 9:NC_056016.1/CM010887.2; chromosome 10:NC_056017.1/CM010888.2; chromosome 11:NC_056018.1/CM010889.2; chromosome 12:NC_056019.1/CM010890.2; chromosome 13:NC_056020.1/CM010891.2; chromosome 14:NC_056021.1/CM010892.2; chromosome 15:NC_056022.1/CM010893.2; chromosome 16:NC_056023.1/CM010894.2; chromosome 17:NC_056024.1/CM010895.2; chromosome 18:NC_056025.1/CM010896.2; chromosome 19:NC_056026.1/CM010897.2; chromosome 20:NC_056027.1/CM010898.1; chromosome 21:NC_056028.1/CM010899.2; chromosome 22:NC_056029.1/CM010900.2; chromosome 23:NC_056030.1/CM010901.2; chromosome X:NC_056031.1/CM010902.2; mitochondrion MT:NC_039921.1/,GCA_003704035.3,MT:NC_039921.1/,8524,2512.44,42.6588,54234,0.016322,36.8705,13,153929.6655,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/704/035/GCA_003704035.3_HU_Pman_2.1.3
9940,Eukaryota,Chordata,Bovidae,Ovis,Ovis aries,OAR_USU_Benz2616,PRJNA739192,SAMN17575729,chromosome 1:NC_056054.1/CM028704.1; chromosome 2:NC_056055.1/CM028705.1; chromosome 3:NC_056056.1/CM028706.1; chromosome 4:NC_056057.1/CM028707.1; chromosome 5:NC_056058.1/CM028708.1; chromosome 6:NC_056059.1/CM028709.1; chromosome 7:NC_056060.1/CM028710.1; chromosome 8:NC_056061.1/CM028711.1; chromosome 9:NC_056062.1/CM028712.1; chromosome 10:NC_056063.1/CM028713.1; chromosome 11:NC_056064.1/CM028714.1; chromosome 12:NC_056065.1/CM028715.1; chromosome 13:NC_056066.1/CM028716.1; chromosome 14:NC_056067.1/CM028717.1; chromosome 15:NC_056068.1/CM028718.1; chromosome 16:NC_056069.1/CM028719.1; chromosome 17:NC_056070.1/CM028720.1; chromosome 18:NC_056071.1/CM028721.1; chromosome 19:NC_056072.1/CM028722.1; chromosome 20:NC_056073.1/CM028723.1; chromosome 21:NC_056074.1/CM028724.1; chromosome 22:NC_056075.1/CM028725.1; chromosome 23:NC_056076.1/CM028726.1; chromosome 24:NC_056077.1/CM028727.1; chromosome 25:NC_056078.1/CM028728.1; chromosome 26:NC_056079.1/CM028729.1; chromosome X:NC_056080.1/CM028730.1; mitochondrion MT:NC_001941.1/CM028731.1,GCA_016772045.1,MT:NC_001941.1/CM028731.1,142,2628.15,41.9869,60628,0.016616,38.9384,13,158169.8363,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/772/045/GCA_016772045.1_ARS-UI_Ramb_v2.0
160734,Eukaryota,Chordata,Serranidae,Plectropomus,Plectropomus leopardus,mb,PRJNA744194,SAMN11897347,chromosome 1:NC_056463.1/CM018408.2; chromosome 2:NC_056464.1/CM018409.2; chromosome 3:NC_056465.1/CM018410.2; chromosome 4:NC_056466.1/CM018411.2; chromosome 5:NC_056467.1/CM018412.2; chromosome 6:NC_056468.1/CM018413.2; chromosome 7:NC_056469.1/CM018414.2; chromosome 8:NC_056470.1/CM018415.2; chromosome 9:NC_056471.1/CM018416.2; chromosome 10:NC_056472.1/CM018417.2; chromosome 11:NC_056473.1/CM018418.2; chromosome 12:NC_056474.1/CM018419.2; chromosome 13:NC_056475.1/CM018420.2; chromosome 14:NC_056476.1/CM018421.2; chromosome 15:NC_056477.1/CM018422.2; chromosome 16:NC_056478.1/CM018423.2; chromosome 17:NC_056479.1/CM018424.2; chromosome 18:NC_056480.1/CM018425.2; chromosome 19:NC_056481.1/CM018426.2; chromosome 20:NC_056482.1/CM018427.2; chromosome 21:NC_056483.1/CM018428.2; chromosome 22:NC_056484.1/CM018429.2; chromosome 23:NC_056485.1/CM018430.2; chromosome 24:NC_056486.1/CM018431.2; mitochondrion MT:NC_008449.1/,GCA_008729295.2,MT:NC_008449.1/,94260,895.705,39.7059,36199,0.016714,43.2452,13,53590.1041,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/729/295/GCA_008729295.2_YSFRI_Pleo_2.0
7868,Eukaryota,Chordata,Callorhinchidae,Callorhinchus,Callorhinchus milii,IMCB2004,PRJNA744271,SAMN12905446,mitochondrion MT:NC_014285.1/,GCA_018977255.1,MT:NC_014285.1/,1762,991.536,42.7998,30405,0.016769,33.7408,13,59129.10728,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/977/255/GCA_018977255.1_IMCB_Cmil_1.0
6706,Eukaryota,Arthropoda,Nephropidae,Homarus,Homarus americanus,GMGI-L3,PRJNA744898,SAMN16248921,mitochondrion MT:NC_015607.1/,GCA_018991925.1,MT:NC_015607.1/,47246,2292.08,42.9999,40732,0.016432,30.471,13,139488.8023,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/991/925/GCA_018991925.1_GMGI_Hamer_2.0
7962,Eukaryota,Chordata,Cyprinidae,Cyprinus,Cyprinus carpio,SPL01,PRJNA745992,SAMN17005855,chromosome A1:CM031245.1; chromosome A2:CM031256.1; chromosome A3:NC_056574.1/CM031263.1; chromosome A4:NC_056575.1/CM031264.1; chromosome A5:NC_056576.1/CM031265.1; chromosome A6:NC_056577.1/CM031266.1; chromosome A7:NC_056578.1/CM031267.1; chromosome A8:NC_056579.1/CM031268.1; chromosome A9:NC_056580.1/CM031269.1; chromosome A10:NC_056581.1/CM031246.1; chromosome A11:NC_056582.1/CM031247.1; chromosome A12:NC_056583.1/CM031248.1; chromosome A13:NC_056584.1/CM031249.1; chromosome A14:NC_056585.1/CM031250.1; chromosome A15:NC_056586.1/CM031251.1; chromosome A16:NC_056587.1/CM031252.1; chromosome A17:NC_056588.1/CM031253.1; chromosome A18:NC_056589.1/CM031254.1; chromosome A19:NC_056590.1/CM031255.1; chromosome A20:NC_056591.1/CM031257.1; chromosome A21:NC_056592.1/CM031258.1; chromosome A22:NC_056593.1/CM031259.1; chromosome A23:NC_056594.1/CM031260.1; chromosome A24:NC_056595.1/CM031261.1; chromosome A25:NC_056596.1/CM031262.1; chromosome B1:NC_056597.1/CM031270.1; chromosome B2:NC_056598.1/CM031281.1; chromosome B3:NC_056599.1/CM031288.1; chromosome B4:NC_056600.1/CM031289.1; chromosome B5:NC_056601.1/CM031290.1; chromosome B6:NC_056602.1/CM031291.1; chromosome B7:NC_056603.1/CM031292.1; chromosome B8:NC_056604.1/CM031293.1; chromosome B9:NC_056605.1/CM031294.1; chromosome B10:NC_056606.1/CM031271.1; chromosome B11:NC_056607.1/CM031272.1; chromosome B12:NC_056608.1/CM031273.1; chromosome B13:NC_056609.1/CM031274.1; chromosome B14:NC_056610.1/CM031275.1; chromosome B15:NC_056611.1/CM031276.1; chromosome B16:NC_056612.1/CM031277.1; chromosome B17:NC_056613.1/CM031278.1; chromosome B18:NC_056614.1/CM031279.1; chromosome B19:NC_056615.1/CM031280.1; chromosome B20:NC_056616.1/CM031282.1; chromosome B21:NC_056617.1/CM031283.1; chromosome B22:NC_056618.1/CM031284.1; chromosome B23:NC_056619.1/CM031285.1; chromosome B24:NC_056620.1/CM031286.1; chromosome B25:NC_056621.1/CM031287.1; mitochondrion MT:NC_001606.1/,GCA_018340385.1,MT:NC_001606.1/,6701,1680.13,37.1688,76977,0.016575,43.2579,13,101365.3092,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/340/385/GCA_018340385.1_ASM1834038v1
9689,Eukaryota,Chordata,Felidae,Panthera,Panthera leo,Ple1,PRJNA751610,SAMN17054329,chromosome A1:NC_056679.1/CM031450.1; chromosome A2:NC_056680.1/CM031451.1; chromosome A3:NC_056681.1/CM031452.1; chromosome B1:NC_056682.1/CM031453.1; chromosome B2:NC_056683.1/CM031454.1; chromosome B3:NC_056684.1/CM031455.1; chromosome B4:NC_056685.1/CM031456.1; chromosome C1:NC_056686.1/CM031457.1; chromosome C2:NC_056687.1/CM031458.1; chromosome D1:NC_056688.1/CM031459.1; chromosome D2:NC_056689.1/CM031460.1; chromosome D3:NC_056690.1/CM031461.1; chromosome D4:NC_056691.1/CM031462.1; chromosome E1:NC_056692.1/CM031463.1; chromosome E2:NC_056693.1/CM031464.1; chromosome E3:NC_056694.1/CM031465.1; chromosome F2:NC_056695.1/CM031466.1; chromosome F3:NC_056696.1/CM031467.1; chromosome Y:NC_056697.1/CM031449.1; mitochondrion MT:NC_028302.1/,GCA_018350215.1,MT:NC_028302.1/,54,2297.57,41.7158,53278,0.01662,40.8544,13,138241.2756,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/350/215/GCA_018350215.1_P.leo_Ple1_pat1.1
1232801,Eukaryota,Arthropoda,Balanidae,Amphibalanus,Amphibalanus amphitrite,SeventyFive,PRJNA751628,SAMN19549327,mitochondrion MT:NC_024525.1/,GCA_019059575.1,MT:NC_024525.1/,2644,807.62,49.7996,59724,0.015683,28.8465,13,51496.5249,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/059/575/GCA_019059575.1_NRLGWU_Aamphi_draft
9694,Eukaryota,Chordata,Felidae,Panthera,Panthera tigris,Pti1,PRJNA751894,SAMN17054330,chromosome A1:NC_056660.1/CM031431.1; chromosome A2:NC_056661.1/CM031432.1; chromosome A3:NC_056662.1/CM031433.1; chromosome B1:NC_056663.1/CM031434.1; chromosome B2:NC_056664.1/CM031435.1; chromosome B3:NC_056665.1/CM031436.1; chromosome B4:NC_056666.1/CM031437.1; chromosome C1:NC_056667.1/CM031438.1; chromosome C2:NC_056668.1/CM031439.1; chromosome D1:NC_056669.1/CM031440.1; chromosome D2:NC_056670.1/CM031441.1; chromosome D3:NC_056671.1/CM031442.1; chromosome D4:NC_056672.1/CM031443.1; chromosome E1:NC_056673.1/CM031444.1; chromosome E2:NC_056674.1/CM031445.1; chromosome E3:NC_056675.1/CM031446.1; chromosome F2:NC_056676.1/CM031447.1; chromosome F3:NC_056678.1/CM031448.1; chromosome X:NC_056677.1/CM031430.1; mitochondrion MT:NC_010642.1/,GCA_018350195.2,MT:NC_010642.1/,75,2408.7,41.6518,55717,0.01699,41.1477,13,141771.6304,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/350/195/GCA_018350195.2_P.tigris_Pti1_mat1.1
1606681,Eukaryota,Chordata,Cyprinidae,Puntigrus,Puntigrus tetrazona,hp1,PRJNA753523,SAMN17036344,chromosome 1:NC_056699.1/CM032068.1; chromosome 2:NC_056700.1/CM032069.1; chromosome 3:NC_056701.1/CM032070.1; chromosome 4:NC_056702.1/CM032071.1; chromosome 5:NC_056703.1/CM032072.1; chromosome 6:NC_056704.1/CM032073.1; chromosome 7:NC_056705.1/CM032074.1; chromosome 8:NC_056706.1/CM032075.1; chromosome 9:NC_056707.1/CM032076.1; chromosome 10:NC_056708.1/CM032077.1; chromosome 11:NC_056709.1/CM032078.1; chromosome 12:NC_056710.1/CM032079.1; chromosome 13:NC_056711.1/CM032080.1; chromosome 14:NC_056712.1/CM032081.1; chromosome 15:NC_056713.1/CM032082.1; chromosome 16:NC_056714.1/CM032083.1; chromosome 17:NC_056715.1/CM032084.1; chromosome 18:NC_056716.1/CM032085.1; chromosome 19:NC_056717.1/CM032086.1; chromosome 20:NC_056718.1/CM032087.1; chromosome 21:NC_056719.1/CM032088.1; chromosome 22:NC_056720.1/CM032089.1; chromosome 23:NC_056721.1/CM032090.1; chromosome 24:NC_056722.1/CM032091.1; chromosome 25:NC_056723.1/CM032092.1; mitochondrion MT:NC_010110.1/,GCA_018831695.1,MT:NC_010110.1/,1122,730.818,38.2502,48681,0.01655,40.1994,13,44158.18731,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/831/695/GCA_018831695.1_ASM1883169v1
7888,Eukaryota,Chordata,Protopteridae,Protopterus,Protopterus annectens,FY-2018-M,PRJNA754246,SAMN17890435,chromosome 1.part0:NC_056725.1/CM033073.1; chromosome 1.part1:NC_056726.1/CM033074.1; chromosome 1.part2:NC_056727.1/CM033075.1; chromosome 2.part0:NC_056728.1/CM033076.1; chromosome 2.part1:NC_056729.1/CM033077.1; chromosome 2.part2:NC_056730.1/CM033078.1; chromosome 3.part0:NC_056731.1/CM033079.1; chromosome 3.part1:NC_056732.1/CM033080.1; chromosome 4.part0:NC_056733.1/CM033081.1; chromosome 4.part1:NC_056734.1/CM033082.1; chromosome 9:CM033091.1; chromosome 10:CM033092.1; chromosome 5.part0:NC_056735.1/CM033083.1; chromosome 5.part1:NC_056736.1/CM033084.1; chromosome 11:CM033093.1; chromosome 6.part0:NC_056737.1/CM033085.1; chromosome 6.part1:NC_056738.1/CM033086.1; chromosome 12:CM033094.1; chromosome 7.part0:NC_056739.1/CM033087.1; chromosome 7.part1:NC_056740.1/CM033088.1; chromosome 13:CM033095.1; chromosome 8.part0:NC_056741.1/CM033089.1; chromosome 8.part1:NC_056742.1/CM033090.1; chromosome 14:CM033096.1; chromosome 9.part0:NC_056743.1/; chromosome 10.part0:NC_056744.1/; chromosome 11.part0:NC_056745.1/; chromosome 15:CM033097.1; chromosome 12.part0:NC_056746.1/; chromosome 13.part0:NC_056747.1/; chromosome 16:CM033098.1; chromosome 14.part0:NC_056748.1/; chromosome 15.part0:NC_056749.1/; chromosome 17:CM033099.1; chromosome 16.part0:NC_056750.1/; chromosome 17.part0:NC_056751.1/; mitochondrion MT:NC_018822.1/,GCA_019279795.1,MT:NC_018822.1/,12668,40054.3,40.444,37069,0.016657,42.0004,13,2404652.699,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/279/795/GCA_019279795.1_PAN1.0
37029,Eukaryota,Chordata,Felidae,Prionailurus,Prionailurus bengalensis,Pbe53,PRJNA756971,SAMN16486448,chromosome A1:NC_057343.1/CM028179.1; chromosome B1:NC_057344.1/CM028182.1; chromosome C1:NC_057345.1/CM028186.1; chromosome D1:NC_057346.1/CM028188.1; chromosome E1:NC_057347.1/CM028192.1; chromosome A2:NC_057348.1/CM028180.1; chromosome B2:NC_057349.1/CM028183.1; chromosome C2:NC_057350.1/CM028187.1; chromosome D2:NC_057351.1/CM028189.1; chromosome E2:NC_057352.1/CM028193.1; chromosome F2:NC_057353.1/CM028196.1; chromosome A3:NC_057354.1/CM028181.1; chromosome B3:NC_057355.1/CM028184.1; chromosome D3:NC_057356.1/CM028190.1; chromosome E3:NC_057357.1/CM028194.1; chromosome B4:NC_057358.1/CM028185.1; chromosome D4:NC_057359.1/CM028191.1; chromosome E4:NC_057360.1/CM028195.1; chromosome X:NC_057361.1/CM028178.1; mitochondrion MT:NC_028301.1/,GCA_016509475.2,MT:NC_028301.1/,84,2435.72,41.7873,51608,0.016701,39.4408,13,145842.7639,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/509/475/GCA_016509475.2_Fcat_Pben_1.1_paternal_pri
561572,Eukaryota,Arthropoda,Apidae,Frieseomelitta,Frieseomelitta varia,USP_RPSP 00005682,PRJNA759580,SAMN11115949,mitochondrion MT:CM022150.1,GCA_011392965.1,MT:CM022150.1,2173,275.421,36.7986,23641,0.015144,12.1566,13,18186.80666,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/392/965/GCA_011392965.1_Fvar_1.2
36176,Eukaryota,Chordata,Hemiscylliidae,Chiloscyllium,Chiloscyllium plagiosum,BGI_BamShark_2017,PRJNA762070,SAMN09508879,chromosome 1:NC_057710.1/CM012956.1; chromosome 2:NC_057711.1/CM012957.1; chromosome 3:NC_057712.1/CM012958.1; chromosome 4:NC_057713.1/CM012959.1; chromosome 5:NC_057714.1/CM012960.1; chromosome 6:NC_057715.1/CM012961.1; chromosome 7:NC_057716.1/CM012962.1; chromosome 8:NC_057717.1/CM012963.1; chromosome 9:NC_057718.1/CM012964.1; chromosome 10:NC_057719.1/CM012965.1; chromosome 11:NC_057720.1/CM012966.1; chromosome 12:NC_057721.1/CM012967.1; chromosome 13:NC_057722.1/CM012968.1; chromosome 14:NC_057723.1/CM012969.1; chromosome 15:NC_057724.1/CM012970.1; chromosome 16:NC_057725.1/CM012971.1; chromosome 17:NC_057726.1/CM012972.1; chromosome 18:NC_057727.1/CM012973.1; chromosome 19:NC_057728.1/CM012974.1; chromosome 20:NC_057729.1/CM012975.1; chromosome 21:NC_057730.1/CM012976.1; chromosome 22:NC_057731.1/CM012977.1; chromosome 23:NC_057732.1/CM012978.1; chromosome 24:NC_057733.1/CM012979.1; chromosome 25:NC_057734.1/CM012980.1; chromosome 26:NC_057735.1/CM012981.1; chromosome 27:NC_057736.1/CM012982.1; chromosome 28:NC_057737.1/CM012983.1; chromosome 29:NC_057738.1/CM012984.1; chromosome 30:NC_057739.1/CM012985.1; chromosome 31:NC_057740.1/CM012986.1; chromosome 32:NC_057741.1/CM012987.1; chromosome 33:NC_057742.1/CM012988.1; chromosome 34:NC_057743.1/CM012989.1; chromosome 35:NC_057744.1/CM012990.1; chromosome 36:NC_057745.1/CM012991.1; chromosome 37:NC_057746.1/CM012992.1; chromosome 38:NC_057747.1/CM012993.1; chromosome 39:NC_057748.1/CM012994.1; chromosome 40:NC_057749.1/CM012995.1; chromosome 41:NC_057750.1/CM012996.1; chromosome 42:NC_057751.1/CM012997.1; chromosome 43:NC_057752.1/CM012998.1; chromosome 44:NC_057753.1/CM012999.1; chromosome 45:NC_057754.1/CM013000.1; chromosome 46:NC_057755.1/CM013001.1; chromosome 47:NC_057756.1/CM013002.1; chromosome 48:NC_057757.1/CM013003.1; chromosome 49:NC_057758.1/CM013004.1; chromosome 50:NC_057759.1/CM013005.1; chromosome 51:NC_057760.1/CM013006.1; mitochondrion MT:NC_012570.1/,GCA_004010195.1,MT:NC_012570.1/,101977,3556.48,42.5045,47685,0.016726,37.4447,13,212631.8307,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/010/195/GCA_004010195.1_ASM401019v1
684658,Eukaryota,Arthropoda,Braconidae,Aphidius,Aphidius gifuensis,YNYX2018,PRJNA764230,SAMN14446980,linkage group LG1:NC_057788.1/CM026521.1; linkage group LG2:NC_057789.1/CM026522.1; linkage group LG3:NC_057790.1/CM026523.1; linkage group LG4:NC_057791.1/CM026524.1; linkage group LG5:NC_057792.1/CM026525.1; linkage group LG6:NC_057793.1/CM026526.1; mitochondrion MT:NC_054223.1/,GCA_014905175.1,MT:NC_054223.1/,25,156.965,26.4722,20617,0.020134,13.4151,13,7796.016688,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/905/175/GCA_014905175.1_ASM1490517v1
183418,Eukaryota,Arthropoda,Apidae,Apis,Apis laboriosa,Shangri-la,PRJNA764244,SAMN15599769,mitochondrion MT:NC_036155.2/,GCA_014066325.1,MT:NC_036155.2/,4377,226.079,32.1988,20470,0.01551,15.0097,13,14576.33785,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/066/325/GCA_014066325.1_ASM1406632v1
33528,Eukaryota,Chordata,Poeciliidae,Gambusia,Gambusia affinis,,PRJNA765034,SAMN13752108,linkage group LG01:NC_057868.1/CM034011.1; linkage group LG02:NC_057869.1/CM034012.1; linkage group LG03:NC_057870.1/CM034013.1; linkage group LG04:NC_057871.1/CM034014.1; linkage group LG05:NC_057872.1/CM034015.1; linkage group LG06:NC_057873.1/CM034016.1; linkage group LG07:NC_057874.1/CM034017.1; linkage group LG08:NC_057875.1/CM034018.1; linkage group LG09:NC_057876.1/CM034019.1; linkage group LG10:NC_057877.1/CM034020.1; linkage group LG11:NC_057878.1/CM034021.1; linkage group LG12:NC_057879.1/CM034022.1; linkage group LG13:NC_057880.1/CM034023.1; linkage group LG14:NC_057881.1/CM034024.1; linkage group LG15:NC_057882.1/CM034025.1; linkage group LG16:NC_057883.1/CM034026.1; linkage group LG17:NC_057884.1/CM034027.1; linkage group LG18:NC_057885.1/CM034028.1; linkage group LG19:NC_057886.1/CM034029.1; linkage group LG20:NC_057887.1/CM034030.1; linkage group LG21:NC_057888.1/CM034031.1; linkage group LG22:NC_057889.1/CM034032.1; linkage group LG23:NC_057890.1/CM034033.1; linkage group LG24:NC_057891.1/CM034034.1; mitochondrion MT:NC_004388.1/,GCA_019740435.1,MT:NC_004388.1/,37,680.166,39.2255,49230,0.016614,44.8959,13,40939.32828,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/740/435/GCA_019740435.1_SWU_Gaff_1.0
28829,Eukaryota,Chordata,Soleidae,Solea,Solea senegalensis,Sse05_10M,PRJNA767562,SAMN15430148,linkage group LG1:NC_058021.1/CM032854.1; linkage group LG2:NC_058022.1/CM032855.1; linkage group LG3:NC_058023.1/CM032856.1; linkage group LG4:NC_058024.1/CM032857.1; linkage group LG5:NC_058025.1/CM032858.1; linkage group LG6:NC_058026.1/CM032859.1; linkage group LG7:NC_058027.1/CM032860.1; linkage group LG8:NC_058028.1/CM032861.1; linkage group LG9:NC_058029.1/CM032862.1; linkage group LG10:NC_058030.1/CM032863.1; linkage group LG11:NC_058031.1/CM032864.1; linkage group LG12:NC_058032.1/CM032865.1; linkage group LG13:NC_058033.1/CM032866.1; linkage group LG14:NC_058034.1/CM032867.1; linkage group LG15:NC_058035.1/CM032868.1; linkage group LG16:NC_058036.1/CM032869.1; linkage group LG17:NC_058037.1/CM032870.1; linkage group LG18:NC_058041.1/CM032871.1; linkage group LG19:NC_058038.1/CM032872.1; linkage group LG20:NC_058039.1/CM032873.1; linkage group LG21:NC_058040.1/CM032874.1; mitochondrion MT:NC_008327.1/,GCA_019176455.1,MT:NC_008327.1/,1937,603.535,40.9142,42011,0.016659,45.3689,13,36228.76523,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/176/455/GCA_019176455.1_IFAPA_SoseM_1
