TaxID,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Groups,Strain,BioSample,BioProject,Assembly,Level,Size.Mb.,GC.,Replicons,WGS,Scaffolds,CDS,Release.Date,GenBank.FTP,RefSeq.FTP,Genes,Host,Modify.Date,other.RNA,Pseudogene,rRNA,tRNA
229202,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium darrowii,Land Plants,,SAMN18139397,PRJNA706655,GCA_020921065.1, Chromosome,582.668,38.6407,chromosome 1:CM037151.1; chromosome 2:CM037152.1; chromosome 3:CM037153.1; chromosome 4:CM037154.1; chromosome 5:CM037155.1; chromosome 6:CM037156.1; chromosome 7:CM037157.1; chromosome 8:CM037158.1; chromosome 9:CM037159.1; chromosome 10:CM037160.1; chromosome 11:CM037161.1; chromosome 12:CM037162.1,JAFMTH01,107,34806,2021-11-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/921/065/GCA_020921065.1_USDA_Vadar_1.0_pri,,34806,,2021-11-22T00:00:00Z,0,0,0,0
2771288,Eukaryota,Metazoa,Chordata,Ascidiacea,Aplousobranchia,Polyclinidae,Aplidium,Aplidium turbinatum,Other Animals,,SAMEA7536566,PRJEB48675,GCA_918807975.1, Chromosome,605.508,37.6017,chromosome 1:OU964918.1; chromosome 2:OU964919.1; chromosome 3:OU964920.1; chromosome 4:OU964921.1; chromosome 5:OU964922.1; chromosome 6:OU964923.1; chromosome 7:OU964924.1; chromosome 8:OU964925.1; chromosome 9:OU964926.1; chromosome 10:OU964927.1; chromosome 11:OU964928.1; chromosome 12:OU964929.1; chromosome 13:OU964930.1; chromosome 14:OU964931.1; chromosome 15:OU964932.1; chromosome 16:OU964933.1; chromosome 17:OU964934.1; chromosome 18:OU964935.1; mitochondrion MT:OU964936.1,CAKKNH01,27,0,2021-11-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/918/807/975/GCA_918807975.1_kaAplTurb1.1,,0,,2021-11-12T00:00:00Z,0,0,0,0
988002,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Notodontidae,Notodonta,Notodonta ziczac,Insects,,SAMEA7746619,PRJEB48684,GCA_918843915.1, Chromosome,352.061,38.6122,chromosome 1:OU974037.1; chromosome 2:OU974039.1; chromosome 3:OU974040.1; chromosome 4:OU974041.1; chromosome 5:OU974042.1; chromosome 6:OU974043.1; chromosome 7:OU974044.1; chromosome 8:OU974045.1; chromosome 9:OU974046.1; chromosome 10:OU974047.1; chromosome 11:OU974048.1; chromosome 12:OU974049.1; chromosome 13:OU974050.1; chromosome 14:OU974051.1; chromosome 15:OU974052.1; chromosome 16:OU974053.1; chromosome 17:OU974054.1; chromosome 18:OU974055.1; chromosome 19:OU974056.1; chromosome 20:OU974057.1; chromosome 21:OU974058.1; chromosome 22:OU974059.1; chromosome 23:OU974060.1; chromosome 24:OU974061.1; chromosome 25:OU974062.1; chromosome 26:OU974063.1; chromosome 27:OU974064.1; chromosome 28:OU974065.1; chromosome 29:OU974066.1; chromosome 30:OU974067.1; chromosome Z:OU974038.1; mitochondrion MT:OU974068.1,CAKKNU01,52,0,2021-11-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/918/843/915/GCA_918843915.1_ilNotZicz1.1,,0,,2021-11-16T00:00:00Z,0,0,0,0
576317,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Clusiidae,Clusia,Clusia tigrina,Insects,,SAMEA7701567,PRJEB48877,GCA_920105625.1, Chromosome,1216.4,38.2566,chromosome 1:OV050030.1; chromosome 2:OV050031.1; chromosome 3:OV050033.1; chromosome X:OV050032.1; chromosome Y:OV050034.1; mitochondrion MT:OV050035.1,CAKKTE01,666,0,2021-11-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/920/105/625/GCA_920105625.1_idCluTigr1.1,,0,,2021-11-24T00:00:00Z,0,0,0,0
1124558,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes latifasciatus,Insects,,SAMEA7746776,PRJEB48880,GCA_920104205.1, Chromosome,846.357,33.5823,chromosome 1:OV049924.1; chromosome 2:OV049925.1; chromosome 3:OV049926.1; chromosome X:OV049927.1; mitochondrion MT:OV049928.1,CAKKTC01,437,0,2021-11-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/920/104/205/GCA_920104205.1_idEupLati1.1,,0,,2021-11-24T00:00:00Z,0,0,0,0
466999,Eukaryota,Metazoa,Echinodermata,Asteroidea,Forcipulatida,Labidiasteridae,Plazaster,Plazaster borealis,Other Animals,DOK-Pbo1,SAMN22733310,PRJNA776097,GCA_021014325.1, Chromosome,561.05,38.8921,chromosome 1:CM037455.1; chromosome 2:CM037456.1; chromosome 3:CM037457.1; chromosome 4:CM037458.1; chromosome 5:CM037459.1; chromosome 6:CM037460.1; chromosome 7:CM037461.1; chromosome 8:CM037462.1; chromosome 9:CM037463.1; chromosome 10:CM037464.1; chromosome 11:CM037465.1; chromosome 12:CM037466.1; chromosome 13:CM037467.1; chromosome 14:CM037468.1; chromosome 15:CM037469.1; chromosome 16:CM037470.1; chromosome 17:CM037471.1; chromosome 18:CM037472.1; chromosome 19:CM037473.1; chromosome 20:CM037474.1; chromosome 21:CM037475.1; chromosome 22:CM037476.1,JAJGQC01,801,0,2021-11-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/014/325/GCA_021014325.1_ASM2101432v1,,0,,2021-11-30T00:00:00Z,0,0,0,0
2871759,Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Seriola,Seriola aureovittata,Fishes,HTS-2021-v1,SAMN20750612,PRJNA754209,GCA_021018895.1, Chromosome,647.095,40.7887,chromosome 1:CM037560.1; chromosome 2:CM037561.1; chromosome 3:CM037562.1; chromosome 4:CM037563.1; chromosome 5:CM037564.1; chromosome 6:CM037565.1; chromosome 7:CM037566.1; chromosome 8:CM037567.1; chromosome 9:CM037568.1; chromosome 10:CM037569.1; chromosome 11:CM037570.1; chromosome 12:CM037571.1; chromosome 13:CM037572.1; chromosome 14:CM037573.1; chromosome 15:CM037574.1; chromosome 16:CM037575.1; chromosome 17:CM037576.1; chromosome 18:CM037577.1; chromosome 19:CM037578.1; chromosome 20:CM037579.1; chromosome 21:CM037580.1; chromosome 22:CM037581.1; chromosome 23:CM037582.1; chromosome 24:CM037583.1,JAIQDC01,31,0,2021-12-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/018/895/GCA_021018895.1_ASM2101889v1,,0,,2021-12-02T00:00:00Z,0,0,0,0
208062,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Cisticolidae,Prinia,Prinia subflava,Birds,CZ2003,SAMN20994451,PRJNA758068,GCA_021018805.1, Chromosome,1123.33,42.6469,chromosome 1:CM037520.1; chromosome 2:CM037521.1; chromosome 3:CM037522.1; chromosome 4:CM037523.1; chromosome 5:CM037524.1; chromosome 6:CM037525.1; chromosome 7:CM037526.1; chromosome 8:CM037527.1; chromosome 9:CM037528.1; chromosome 10:CM037529.1; chromosome 11:CM037530.1; chromosome 12:CM037531.1; chromosome 13:CM037532.1; chromosome 14:CM037533.1; chromosome 15:CM037534.1; chromosome 16:CM037535.1; chromosome 17:CM037536.1; chromosome 18:CM037537.1; chromosome 19:CM037538.1; chromosome 20:CM037539.1; chromosome 21:CM037540.1; chromosome 22:CM037541.1; chromosome 23:CM037542.1; chromosome 24:CM037543.1; chromosome 25:CM037544.1; chromosome 26:CM037545.1; chromosome 27:CM037546.1; chromosome 28:CM037547.1; chromosome 29:CM037548.1; chromosome 30:CM037549.1; chromosome 31:CM037550.1; chromosome 32:CM037551.1; chromosome 33:CM037552.1; chromosome 34:CM037553.1; chromosome 35:CM037554.1; chromosome 36:CM037555.1; mitochondrion MT:CM037599.1,JAIOWR01,553,0,2021-12-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/018/805/GCA_021018805.1_Cam_Psub_1.0,,0,,2021-12-02T00:00:00Z,0,0,0,0
146544,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Chloranthales,Chloranthaceae,Chloranthus,Chloranthus sessilifolius,Land Plants,YY-2021,SAMN21162873,PRJNA759285,GCA_021018995.1, Chromosome,2168.75,39.3213,linkage group LG1:CM037584.1; linkage group LG2:CM037585.1; linkage group LG3:CM037586.1; linkage group LG4:CM037587.1; linkage group LG5:CM037588.1; linkage group LG6:CM037589.1; linkage group LG7:CM037590.1; linkage group LG8:CM037591.1; linkage group LG9:CM037592.1; linkage group LG10:CM037593.1; linkage group LG11:CM037594.1; linkage group LG12:CM037595.1; linkage group LG13:CM037596.1; linkage group LG14:CM037597.1; linkage group LG15:CM037598.1,JAJIZI01,32,0,2021-12-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/018/995/GCA_021018995.1_ASM2101899v1,,0,,2021-12-02T00:00:00Z,0,0,0,0
933632,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Sphaerodactylidae,Sphaerodactylus,Sphaerodactylus townsendi,Reptiles,TG3544,SAMN20179316,PRJNA746057,GCA_021028975.2, Chromosome,1810.85,45.9148,linkage group LG01:CM037614.2; linkage group LG02:CM037615.2; linkage group LG03:CM037616.2; linkage group LG04:CM037617.2; linkage group LG05:CM037618.2; linkage group LG06:CM037619.2; linkage group LG07:CM037620.2; linkage group LG08:CM037621.2; linkage group LG09:CM037622.2; linkage group LG10:CM037623.2; linkage group LG11:CM037624.2; linkage group LG12:CM037625.2; linkage group LG13:CM037626.2; linkage group LG14:CM037627.2; linkage group LG15:CM037628.2; linkage group LG16:CM037629.2; linkage group LG17:CM037630.2,JAHVXK02,1742,0,2021-12-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/028/975/GCA_021028975.2_MPM_Stown_v2.3,,0,,2022-04-06T00:00:00Z,0,0,0,0
111923,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Melanargia,Melanargia galathea,Insects,,SAMEA7523296,PRJEB48881,GCA_920104075.1, Chromosome,606.376,37.8532,chromosome 1:OV049855.1; chromosome 2:OV049856.1; chromosome 3:OV049857.1; chromosome 4:OV049858.1; chromosome 5:OV049859.1; chromosome 6:OV049861.1; chromosome 7:OV049862.1; chromosome 8:OV049863.1; chromosome 9:OV049864.1; chromosome 10:OV049865.1; chromosome 11:OV049866.1; chromosome 12:OV049867.1; chromosome 13:OV049868.1; chromosome 14:OV049869.1; chromosome 15:OV049870.1; chromosome 16:OV049871.1; chromosome 17:OV049872.1; chromosome 18:OV049873.1; chromosome 19:OV049874.1; chromosome 20:OV049875.1; chromosome 21:OV049876.1; chromosome 22:OV049877.1; chromosome 23:OV049878.1; chromosome W:OV049879.1; chromosome Z:OV049860.1; mitochondrion MT:OV049880.1,CAKKTA01,54,0,2021-11-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/920/104/075/GCA_920104075.1_ilMelGala2.1,,0,,2021-11-24T00:00:00Z,0,0,0,0
2014036,Eukaryota,Metazoa,Arthropoda,Insecta,Plecoptera,Nemouridae,Nemoura,Nemoura dubitans,Insects,,SAMEA9065873,PRJEB49082,GCA_921293005.1, Chromosome,321.017,43.6466,chromosome 1:OV121074.1; chromosome 2:OV121075.1; chromosome 3:OV121076.1; chromosome 4:OV121077.1; chromosome 5:OV121078.1; chromosome X:OV121073.1; mitochondrion MT:OV121079.1,CAKLCQ01,41,0,2021-12-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/921/293/005/GCA_921293005.1_ipNemDubi1.1,,0,,2021-12-05T00:00:00Z,0,0,0,0
1620919,Eukaryota,Metazoa,Mollusca,Gastropoda,Trochida,Trochidae,Phorcus,Phorcus lineatus,Other Animals,,SAMEA7536116,PRJEB49088,GCA_921293015.1, Chromosome,957.854,35.1455,chromosome 1:OV121081.1; chromosome 2:OV121082.1; chromosome 3:OV121083.1; chromosome 4:OV121084.1; chromosome 5:OV121085.1; chromosome 6:OV121086.1; chromosome 7:OV121087.1; chromosome 8:OV121088.1; chromosome 9:OV121089.1; chromosome 10:OV121090.1; chromosome 11:OV121091.1; chromosome 12:OV121092.1; chromosome 13:OV121093.1; chromosome 14:OV121094.1; chromosome 15:OV121095.1; chromosome 16:OV121096.1; chromosome 17:OV121097.1; chromosome 18:OV121098.1; mitochondrion MT:OV121099.1,CAKLCT01,79,0,2021-12-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/921/293/015/GCA_921293015.1_xgPhoLine1.1,,0,,2021-12-05T00:00:00Z,0,0,0,0
2872261,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Diprionidae,Neodiprion,Neodiprion fabricii,Insects,iyNeoFabr1,SAMN23497077,PRJNA802241,GCA_021155785.1, Chromosome,260.422,39.9169,chromosome 1:NC_060239.1/CM037733.1; chromosome 2:NC_060240.1/CM037734.1; chromosome 3:NC_060241.1/CM037735.1; chromosome 4:NC_060242.1/CM037736.1; chromosome 5:NC_060243.1/CM037737.1; chromosome 6:NC_060244.1/CM037738.1; chromosome 7:NC_060245.1/CM037739.1; mitochondrion MT:CM037747.1,JAJNQJ01,72,27443,2021-12-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/155/785/GCA_021155785.1_iyNeoFabr1.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/155/785/GCF_021155785.1_iyNeoFabr1.1,13886,Pinus taeda,2021-12-10T00:00:00Z,2883,117,465,202
362088,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Diprionidae,Diprion,Diprion similis,Insects,iyDipSimi1,SAMN23497078,PRJNA797438,GCA_021155765.1, Chromosome,270.226,39.7437,chromosome 1:NC_060105.1/CM037719.1; chromosome 2:NC_060106.1/CM037720.1; chromosome 3:NC_060107.1/CM037721.1; chromosome 4:NC_060108.1/CM037722.1; chromosome 5:NC_060109.1/CM037723.1; chromosome 6:NC_060110.1/CM037724.1; chromosome 7:NC_060111.1/CM037725.1; chromosome 8:NC_060112.1/CM037726.1; chromosome 9:NC_060113.1/CM037727.1; chromosome 10:NC_060114.1/CM037728.1; chromosome 11:NC_060115.1/CM037729.1; chromosome 12:NC_060116.1/CM037730.1; chromosome 13:NC_060117.1/CM037731.1; chromosome 14:NC_060118.1/CM037732.1,JAJNQI01,81,20442,2021-12-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/155/765/GCA_021155765.1_iyDipSimi1.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/155/765/GCF_021155765.1_iyDipSimi1.1,12856,,2021-12-10T00:00:00Z,1019,34,823,202
987933,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Euplexia,Euplexia lucipara,Insects,,SAMEA7701470,PRJEB49080,GCA_921972225.1, Chromosome,661.826,36.8651,chromosome 1:OV179143.1; chromosome 2:OV179144.1; chromosome 3:OV179145.1; chromosome 4:OV179146.1; chromosome 5:OV179147.1; chromosome 6:OV179148.1; chromosome 7:OV179149.1; chromosome 8:OV179150.1; chromosome 9:OV179151.1; chromosome 10:OV179152.1; chromosome 11:OV179153.1; chromosome 12:OV179154.1; chromosome 13:OV179155.1; chromosome 14:OV179156.1; chromosome 15:OV179157.1; chromosome 16:OV179158.1; chromosome 17:OV179159.1; chromosome 18:OV179160.1; chromosome 19:OV179161.1; chromosome 20:OV179162.1; chromosome 21:OV179163.1; chromosome 22:OV179164.1; chromosome 23:OV179165.1; chromosome 24:OV179166.1; chromosome 25:OV179167.1; chromosome 26:OV179168.1; chromosome 27:OV179169.1; chromosome 28:OV179170.1; chromosome 29:OV179171.1; chromosome 30:OV179172.1; chromosome Z:OV179142.1; mitochondrion MT:OV179173.1,CAKLHH01,72,0,2021-12-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/921/972/225/GCA_921972225.1_ilEupLuci1.1,,0,,2021-12-15T00:00:00Z,0,0,0,0
934917,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Aplocera,Aplocera efformata,Insects,,SAMEA8603170,PRJEB49084,GCA_921293045.1, Chromosome,349.499,37.1602,chromosome 1:OV121039.1; chromosome 2:OV121040.1; chromosome 3:OV121041.1; chromosome 4:OV121042.1; chromosome 5:OV121043.1; chromosome 6:OV121044.1; chromosome 7:OV121045.1; chromosome 8:OV121046.1; chromosome 9:OV121047.1; chromosome 10:OV121048.1; chromosome 11:OV121049.1; chromosome 12:OV121050.1; chromosome 13:OV121051.1; chromosome 14:OV121052.1; chromosome 15:OV121053.1; chromosome 16:OV121054.1; chromosome 17:OV121055.1; chromosome 18:OV121056.1; chromosome 19:OV121057.1; chromosome 20:OV121058.1; chromosome 21:OV121059.1; chromosome 22:OV121060.1; chromosome 23:OV121061.1; chromosome 24:OV121062.1; chromosome 25:OV121063.1; chromosome 26:OV121064.1; chromosome 27:OV121065.1; chromosome 28:OV121066.1; chromosome 29:OV121067.1; chromosome 30:OV121068.1; chromosome W:OV121069.1; chromosome Z:OV121038.1; mitochondrion MT:OV121070.1,CAKLCP01,52,0,2021-12-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/921/293/045/GCA_921293045.1_ilAplEffo1.1,,0,,2021-12-05T00:00:00Z,0,0,0,0
1219204,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Conopidae,Sicus,Sicus ferrugineus,Insects,,SAMEA7520692,PRJEB49373,GCA_922984085.1, Chromosome,311.933,40.5742,chromosome 1:OV277348.1; chromosome 2:OV277349.1; chromosome 3:OV277350.1; chromosome 4:OV277352.1; chromosome 5:OV277354.1; chromosome X:OV277351.1; chromosome Y:OV277353.1; mitochondrion MT:OV277355.1,CAKLPJ01,30,0,2021-12-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/922/984/085/GCA_922984085.1_idSicFerr1.1,,0,,2021-12-18T00:00:00Z,0,0,0,0
1857958,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Depressariidae,Agonopterix,Agonopterix subpropinquella,Insects,,SAMEA7746629,PRJEB49378,GCA_922987775.1, Chromosome,667.906,38.043,chromosome 1:OV277694.1; chromosome 2:OV277695.1; chromosome 3:OV277696.1; chromosome 4:OV277697.1; chromosome 5:OV277698.1; chromosome 6:OV277699.1; chromosome 7:OV277700.1; chromosome 8:OV277701.1; chromosome 9:OV277702.1; chromosome 10:OV277703.1; chromosome 11:OV277704.1; chromosome 12:OV277705.1; chromosome 13:OV277706.1; chromosome 14:OV277707.1; chromosome 15:OV277708.1; chromosome 16:OV277709.1; chromosome 17:OV277710.1; chromosome 18:OV277711.1; chromosome 19:OV277712.1; chromosome 20:OV277713.1; chromosome 21:OV277714.1; chromosome 22:OV277715.1; chromosome 23:OV277716.1; chromosome 24:OV277717.1; chromosome 25:OV277718.1; chromosome 26:OV277719.1; chromosome 27:OV277720.1; chromosome Z:OV277693.1; mitochondrion MT:OV277721.1,CAKLPO01,32,0,2021-12-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/922/987/775/GCA_922987775.1_ilAgoSubp1.1,,0,,2021-12-18T00:00:00Z,0,0,0,0
2589376,Eukaryota,Metazoa,Mollusca,Bivalvia,Cardiida,Psammobiidae,Gari,Gari tellinella,Other Animals,,SAMEA8724799,PRJEB49376,GCA_922989275.1, Chromosome,1597.63,36.4462,chromosome 1:OV277856.1; chromosome 2:OV277857.1; chromosome 3:OV277858.1; chromosome 4:OV277859.1; chromosome 5:OV277860.1; chromosome 6:OV277861.1; chromosome 7:OV277862.1; chromosome 8:OV277863.1; chromosome 9:OV277864.1; chromosome 10:OV277865.1; chromosome 11:OV277866.1; chromosome 12:OV277867.1; chromosome 13:OV277868.1; chromosome 14:OV277869.1; chromosome 15:OV277870.1; chromosome 16:OV277871.1; chromosome 17:OV277872.1; chromosome 18:OV277873.1; chromosome 19:OV277874.1; mitochondrion MT:OV277875.1,CAKLPP01,82,0,2021-12-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/922/989/275/GCA_922989275.1_xbGarTell2.1,,0,,2021-12-18T00:00:00Z,0,0,0,0
447833,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Erebia,Erebia aethiops,Insects,,SAMEA7523289,PRJEB49394,GCA_923060345.1, Chromosome,473.469,37.2422,chromosome 1:OV281080.1; chromosome 2:OV281081.1; chromosome 3:OV281082.1; chromosome 4:OV281083.1; chromosome 5:OV281084.1; chromosome 6:OV281085.1; chromosome 7:OV281086.1; chromosome 8:OV281087.1; chromosome 9:OV281088.1; chromosome 10:OV281089.1; chromosome 11:OV281090.1; chromosome 12:OV281091.1; chromosome 13:OV281092.1; chromosome 14:OV281093.1; chromosome 15:OV281094.1; chromosome 16:OV281095.1; chromosome 17:OV281096.1; chromosome 18:OV281097.1; chromosome W:OV281098.1; chromosome Z:OV281079.1; mitochondrion MT:OV281099.1,CAKLPR01,54,0,2021-12-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/923/060/345/GCA_923060345.1_ilEreAeth2.1,,0,,2021-12-18T00:00:00Z,0,0,0,0
1594453,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pterophoridae,Marasmarcha,Marasmarcha lunaedactyla,Insects,,SAMEA7701293,PRJEB49393,GCA_923062675.1, Chromosome,771.1,37.0259,chromosome 1:OV281340.1; chromosome 2:OV281341.1; chromosome 3:OV281342.1; chromosome 4:OV281343.1; chromosome 5:OV281344.1; chromosome 6:OV281345.1; chromosome 7:OV281346.1; chromosome 8:OV281347.1; chromosome 9:OV281348.1; chromosome 10:OV281349.1; chromosome 11:OV281350.1; chromosome 12:OV281351.1; chromosome 13:OV281352.1; chromosome 14:OV281353.1; chromosome 15:OV281354.1; chromosome 16:OV281355.1; chromosome 17:OV281356.1; chromosome 18:OV281357.1; chromosome 19:OV281358.1; chromosome 20:OV281359.1; chromosome 21:OV281360.1; chromosome 22:OV281361.1; chromosome 23:OV281362.1; chromosome 24:OV281363.1; chromosome 25:OV281364.1; chromosome 26:OV281365.1; chromosome 27:OV281366.1; chromosome 28:OV281367.1; chromosome 29:OV281369.1; chromosome W:OV281368.1; chromosome Z:OV281339.1; mitochondrion MT:OV281370.1,CAKLPU01,44,0,2021-12-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/923/062/675/GCA_923062675.1_ilMarLuna1.1,,0,,2021-12-18T00:00:00Z,0,0,0,0
405034,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Brenthis,Brenthis ino,Insects,,SAMEA11370966,PRJEB49202,GCA_921882275.1, Chromosome,411.873,32.2996,chromosome 1:OV170221.1; chromosome 2:OV170222.1; chromosome 3:OV170223.1; chromosome 4:OV170224.1; chromosome 5:OV170225.1; chromosome 6:OV170226.1; chromosome 7:OV170227.1; chromosome 8:OV170228.1; chromosome 9:OV170229.1; chromosome 10:OV170230.1; chromosome 11:OV170231.1; chromosome 12:OV170232.1; chromosome 13:OV170233.1; chromosome 14:OV170234.1,CAKLHF01,36,19333,2021-12-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/921/882/275/GCA_921882275.1_SP_BI_364.v2_0,,16844,,2021-12-18T00:00:00Z,0,0,0,0
758717,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Acleris,Acleris sparsana,Insects,,SAMEA8603209,PRJEB49397,GCA_923062465.1, Chromosome,589.546,37.7272,chromosome 1:OV281286.1; chromosome 2:OV281287.1; chromosome 3:OV281288.1; chromosome 4:OV281289.1; chromosome 5:OV281290.1; chromosome 6:OV281291.1; chromosome 7:OV281292.1; chromosome 8:OV281293.1; chromosome 9:OV281294.1; chromosome 10:OV281295.1; chromosome 11:OV281296.1; chromosome 12:OV281297.1; chromosome 13:OV281298.1; chromosome 14:OV281299.1; chromosome 15:OV281300.1; chromosome 16:OV281301.1; chromosome 17:OV281302.1; chromosome 18:OV281303.1; chromosome 19:OV281304.1; chromosome 20:OV281305.1; chromosome 21:OV281306.1; chromosome 22:OV281307.1; chromosome 23:OV281308.1; chromosome 24:OV281309.1; chromosome 25:OV281310.1; chromosome 26:OV281311.1; chromosome 27:OV281312.1; chromosome 28:OV281313.1; chromosome 29:OV281314.1; chromosome Z:OV281285.1; mitochondrion MT:OV281315.1,CAKLPT01,34,0,2021-12-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/923/062/465/GCA_923062465.1_ilAclSpar1.1,,0,,2021-12-18T00:00:00Z,0,0,0,0
30064,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Anthomyiidae,Delia,Delia radicum,Insects,iso-1,SAMN15734706,PRJNA655405,GCA_021234595.1, Chromosome,1324.42,29.4123,chromosome I:CM037851.1; chromosome II:CM037852.1; chromosome III:CM037853.1; chromosome IV:CM037854.1; chromosome V:CM037855.1; chromosome VI:CM037856.1,JAEKOY01,2984,0,2021-12-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/234/595/GCA_021234595.1_iDiv_DRa_1.0,,0,,2021-12-20T00:00:00Z,0,0,0,0
1390362,Eukaryota,Metazoa,Mollusca,Bivalvia,Arcoida,Arcidae,Anadara,Anadara kagoshimensis,Other Animals,LNHKY-WANG,SAMN15657952,PRJNA649077,GCA_021292105.1, Chromosome,1115.24,33.585,chromosome 1:CM037857.1; chromosome 2:CM037858.1; chromosome 3:CM037859.1; chromosome 4:CM037860.1; chromosome 5:CM037861.1; chromosome 6:CM037862.1; chromosome 7:CM037863.1; chromosome 8:CM037864.1; chromosome 9:CM037865.1; chromosome 10:CM037866.1; chromosome 11:CM037867.1; chromosome 12:CM037868.1; chromosome 13:CM037869.1; chromosome 14:CM037870.1; chromosome 15:CM037871.1; chromosome 16:CM037872.1; chromosome 17:CM037873.1; chromosome 18:CM037874.1; chromosome 19:CM037875.1,JACFYK01,36,0,2021-12-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/292/105/GCA_021292105.1_ASM2129210v1,,0,,2021-12-28T00:00:00Z,0,0,0,0
